run,loss_type,learning_rate,grpo_step,rollout_answer_accuracy,rollout_format_accuracy,avg_response_token_length
no_baseline,no_baseline,4e-05,130,0.33203125,0.99609375,20.53125
no_baseline,no_baseline,4e-05,131,0.2734375,0.98828125,15.671875
no_baseline,no_baseline,4e-05,132,0.34375,0.984375,14.59375
no_baseline,no_baseline,4e-05,133,0.3671875,0.86328125,19.984375
no_baseline,no_baseline,4e-05,134,0.30859375,0.78125,23.359375
no_baseline,no_baseline,4e-05,135,0.26953125,0.73046875,56.953125
no_baseline,no_baseline,4e-05,136,0.28125,0.890625,54.8203125
no_baseline,no_baseline,4e-05,137,0.30078125,0.8984375,33.984375
no_baseline,no_baseline,4e-05,138,0.484375,0.98828125,30.62890625
no_baseline,no_baseline,4e-05,139,0.2890625,0.9765625,30.7890625
no_baseline,no_baseline,4e-05,140,0.2421875,0.9296875,61.27734375
no_baseline,no_baseline,4e-05,141,0.47265625,0.97265625,23.55078125
no_baseline,no_baseline,4e-05,142,0.38671875,0.98828125,19.31640625
no_baseline,no_baseline,4e-05,143,0.38671875,0.97265625,26.234375
no_baseline,no_baseline,4e-05,144,0.3046875,0.99609375,20.6015625
no_baseline,no_baseline,4e-05,145,0.32421875,1.0,16.06640625
no_baseline,no_baseline,4e-05,146,0.33203125,1.0,16.1328125
no_baseline,no_baseline,4e-05,147,0.32421875,1.0,15.85546875
no_baseline,no_baseline,4e-05,148,0.44140625,1.0,16.26953125
no_baseline,no_baseline,4e-05,149,0.33984375,1.0,15.96875
no_baseline,no_baseline,4e-05,150,0.21875,1.0,16.3671875
no_baseline,no_baseline,4e-05,151,0.234375,0.99609375,19.7890625
no_baseline,no_baseline,4e-05,152,0.359375,1.0,16.984375
no_baseline,no_baseline,4e-05,153,0.42578125,0.98828125,24.0234375
no_baseline,no_baseline,4e-05,154,0.2890625,0.98828125,28.46875
no_baseline,no_baseline,4e-05,155,0.390625,1.0,17.6484375
no_baseline,no_baseline,4e-05,156,0.359375,0.9609375,46.890625
no_baseline,no_baseline,4e-05,157,0.3671875,0.94140625,52.85546875
no_baseline,no_baseline,4e-05,158,0.3515625,0.89453125,67.69921875
no_baseline,no_baseline,4e-05,159,0.37890625,0.91015625,54.67578125
no_baseline,no_baseline,4e-05,160,0.14453125,0.80859375,79.671875
no_baseline,no_baseline,4e-05,161,0.28125,0.84375,36.140625
no_baseline,no_baseline,4e-05,162,0.24609375,0.9296875,20.59765625
no_baseline,no_baseline,4e-05,163,0.33203125,0.9453125,18.20703125
no_baseline,no_baseline,4e-05,164,0.234375,0.80078125,28.5546875
no_baseline,no_baseline,4e-05,165,0.30078125,0.859375,38.83203125
no_baseline,no_baseline,4e-05,166,0.21875,0.828125,41.77734375
no_baseline,no_baseline,4e-05,167,0.34765625,0.86328125,50.703125
no_baseline,no_baseline,4e-05,168,0.23046875,0.859375,58.8984375
no_baseline,no_baseline,4e-05,169,0.28125,0.859375,65.52734375
no_baseline,no_baseline,4e-05,170,0.1640625,0.7578125,189.41015625
no_baseline,no_baseline,4e-05,171,0.1875,0.76953125,201.58984375
no_baseline,no_baseline,4e-05,172,0.21875,0.61328125,334.55078125
no_baseline,no_baseline,4e-05,173,0.203125,0.6640625,317.77734375
no_baseline,no_baseline,4e-05,174,0.203125,0.8828125,81.8359375
no_baseline,no_baseline,4e-05,175,0.4140625,0.9765625,31.80859375
no_baseline,no_baseline,4e-05,176,0.328125,0.9921875,24.8984375
no_baseline,no_baseline,4e-05,177,0.421875,0.9921875,23.69921875
no_baseline,no_baseline,4e-05,178,0.27734375,1.0,18.98828125
no_baseline,no_baseline,4e-05,179,0.30078125,1.0,18.4296875
no_baseline,no_baseline,4e-05,180,0.328125,0.94921875,16.671875
no_baseline,no_baseline,4e-05,181,0.36328125,0.984375,17.08203125
no_baseline,no_baseline,4e-05,182,0.37109375,0.9921875,28.15625
no_baseline,no_baseline,4e-05,183,0.30078125,0.7734375,229.515625
no_baseline,no_baseline,4e-05,184,0.22265625,1.0,22.37109375
no_baseline,no_baseline,4e-05,185,0.39453125,1.0,22.9921875
no_baseline,no_baseline,4e-05,186,0.55859375,1.0,23.015625
no_baseline,no_baseline,4e-05,187,0.4375,0.99609375,23.5234375
no_baseline,no_baseline,4e-05,188,0.30078125,0.94921875,40.671875
no_baseline,no_baseline,4e-05,189,0.359375,0.9140625,62.35546875
no_baseline,no_baseline,4e-05,190,0.3046875,0.90234375,70.55859375
no_baseline,no_baseline,4e-05,191,0.40625,0.90234375,60.76953125
no_baseline,no_baseline,4e-05,192,0.24609375,0.92578125,58.24609375
no_baseline,no_baseline,4e-05,193,0.359375,0.9375,49.62109375
no_baseline,no_baseline,4e-05,194,0.33203125,0.92578125,56.4921875
no_baseline,no_baseline,4e-05,195,0.2734375,0.82421875,65.30078125
no_baseline,no_baseline,4e-05,196,0.1953125,0.83203125,69.2578125
no_baseline,no_baseline,4e-05,197,0.2421875,0.66796875,103.01953125
no_baseline,no_baseline,4e-05,198,0.203125,0.66015625,135.4140625
no_baseline,no_baseline,4e-05,199,0.26171875,0.75390625,135.65234375
no_baseline,no_baseline,4e-05,200,0.2265625,0.8125,103.640625
