run,loss_type,learning_rate,grpo_step,loss,grad_norm,token_entropy,train_answer_accuracy,train_format_accuracy
no_baseline,no_baseline,4e-05,7,0.10833758415537886,1.34375,0.5929412841796875,0.25390625,0.90234375
no_baseline,no_baseline,4e-05,8,0.07701725921651814,1.4375,0.636383056640625,0.2421875,0.921875
no_baseline,no_baseline,4e-05,9,0.04365570483787451,1.375,0.5761795043945312,0.16015625,0.95703125
no_baseline,no_baseline,4e-05,10,0.08372162189334631,1.75,0.5282363891601562,0.23828125,0.98046875
no_baseline,no_baseline,4e-05,11,0.037343706033425406,1.2109375,0.44391632080078125,0.19140625,1.0
no_baseline,no_baseline,4e-05,12,0.053241894420352764,1.53125,0.40502166748046875,0.21484375,0.99609375
no_baseline,no_baseline,4e-05,13,0.07225139294314431,2.28125,0.3447380065917969,0.34765625,1.0
no_baseline,no_baseline,4e-05,14,0.05124626916949637,1.375,0.2386932373046875,0.30859375,1.0
no_baseline,no_baseline,4e-05,15,0.019600087820435874,0.69140625,0.3720855712890625,0.0859375,1.0
no_baseline,no_baseline,4e-05,16,0.022558224911335856,1.140625,0.3238677978515625,0.1328125,1.0
no_baseline,no_baseline,4e-05,17,0.020530057849100558,1.21875,0.2672462463378906,0.19921875,1.0
no_baseline,no_baseline,4e-05,18,0.0147948771918891,1.09375,0.2837505340576172,0.1953125,1.0
no_baseline,no_baseline,4e-05,19,0.027240348117629765,0.80859375,0.19662094116210938,0.34375,0.99609375
no_baseline,no_baseline,4e-05,20,0.01617798195729847,0.61328125,0.23343276977539062,0.26953125,1.0
no_baseline,no_baseline,4e-05,21,0.016816705758174066,0.68359375,0.17879867553710938,0.26171875,1.0
no_baseline,no_baseline,4e-05,22,0.015051840431624441,1.0078125,0.22530746459960938,0.2265625,1.0
no_baseline,no_baseline,4e-05,23,0.016505717248946894,0.78515625,0.24225616455078125,0.19921875,1.0
no_baseline,no_baseline,4e-05,24,0.022335200559609802,0.921875,0.2512397766113281,0.26953125,0.99609375
no_baseline,no_baseline,4e-05,25,0.020029905026603956,0.9296875,0.2211151123046875,0.2109375,1.0
no_baseline,no_baseline,4e-05,26,0.01948851503766491,1.34375,0.20622634887695312,0.25,1.0
no_baseline,no_baseline,4e-05,27,0.020312980352173327,0.671875,0.20696640014648438,0.25,1.0
no_baseline,no_baseline,4e-05,28,0.034882430689322064,0.9765625,0.23390960693359375,0.3828125,1.0
no_baseline,no_baseline,4e-05,29,0.041783192220464116,1.421875,0.3208045959472656,0.3515625,0.9453125
no_baseline,no_baseline,4e-05,30,0.040292414341820404,0.921875,0.38840484619140625,0.24609375,0.96875
no_baseline,no_baseline,4e-05,31,0.05436829161772039,1.1953125,0.4111785888671875,0.3203125,0.953125
no_baseline,no_baseline,4e-05,32,0.044441959689720534,1.9375,0.33242034912109375,0.41015625,0.96875
no_baseline,no_baseline,4e-05,33,0.05379776122572366,1.6171875,0.2888755798339844,0.3984375,0.96484375
no_baseline,no_baseline,4e-05,34,0.04418610382708721,1.34375,0.434478759765625,0.30078125,0.91015625
no_baseline,no_baseline,4e-05,35,0.08627715264447033,1.3046875,0.5658502578735352,0.25,0.81640625
no_baseline,no_baseline,4e-05,36,0.08768482803134248,0.91015625,0.6136884689331055,0.15625,0.69921875
no_baseline,no_baseline,4e-05,37,0.120203388039954,1.296875,0.8101358413696289,0.1484375,0.6875
no_baseline,no_baseline,4e-05,38,0.08772726778988726,1.0390625,0.8180503845214844,0.13671875,0.70703125
no_baseline,no_baseline,4e-05,39,0.1480514419672545,1.8046875,0.7601776123046875,0.26953125,0.76953125
no_baseline,no_baseline,4e-05,40,0.08514555677538738,1.359375,0.875152587890625,0.1484375,0.734375
no_baseline,no_baseline,4e-05,41,0.13959944830276072,1.8828125,1.03955078125,0.2421875,0.77734375
no_baseline,no_baseline,4e-05,42,0.040672688803169876,1.2890625,0.6570358276367188,0.2265625,0.79296875
no_baseline,no_baseline,4e-05,43,0.04130876155977603,0.984375,0.5037307739257812,0.3046875,0.80078125
no_baseline,no_baseline,4e-05,44,0.09142956387950107,2.078125,0.44477081298828125,0.2890625,0.8515625
no_baseline,no_baseline,4e-05,45,0.0654224022582639,1.15625,0.7522392272949219,0.14453125,0.48046875
no_baseline,no_baseline,4e-05,46,0.06968654636875726,1.3359375,0.4881591796875,0.1796875,0.91015625
no_baseline,no_baseline,4e-05,47,0.10063342499779537,1.4921875,0.573089599609375,0.27734375,0.921875
no_baseline,no_baseline,4e-05,48,0.06899626772792544,1.140625,0.6008987426757812,0.16796875,0.82421875
no_baseline,no_baseline,4e-05,49,0.11231538615538739,1.53125,0.522430419921875,0.28125,0.97265625
no_baseline,no_baseline,4e-05,50,0.09587355123949237,1.71875,0.49541473388671875,0.3515625,0.9296875
no_baseline,no_baseline,4e-05,51,0.128096095926594,1.9921875,0.4445037841796875,0.4765625,0.94921875
no_baseline,no_baseline,4e-05,52,0.03189592114358675,1.078125,0.330078125,0.203125,0.97265625
no_baseline,no_baseline,4e-05,53,0.044379815975844394,1.1484375,0.22132110595703125,0.3359375,0.97265625
no_baseline,no_baseline,4e-05,54,0.023202602162200492,0.72265625,0.22766876220703125,0.203125,0.9765625
no_baseline,no_baseline,4e-05,55,0.040722924619331025,0.8984375,0.29232025146484375,0.21875,0.9296875
no_baseline,no_baseline,4e-05,56,0.04466465448786039,1.0234375,0.350830078125,0.35546875,0.91015625
no_baseline,no_baseline,4e-05,57,0.03952158481115475,1.4453125,0.31345367431640625,0.3046875,0.90234375
no_baseline,no_baseline,4e-05,58,0.03221361862961203,1.15625,0.34832239151000977,0.24609375,0.90234375
no_baseline,no_baseline,4e-05,59,0.0209614555205917,0.9140625,0.3190007209777832,0.140625,0.86328125
no_baseline,no_baseline,4e-05,60,0.04577119192981627,1.65625,0.24944210052490234,0.26953125,0.921875
no_baseline,no_baseline,4e-05,61,0.013616839989481377,0.94921875,0.2231597900390625,0.2421875,0.9765625
no_baseline,no_baseline,4e-05,62,0.04342625689787383,1.3828125,0.30617618560791016,0.3359375,0.9296875
no_baseline,no_baseline,4e-05,63,0.028200142784044147,1.921875,0.40644073486328125,0.2734375,0.87109375
no_baseline,no_baseline,4e-05,64,0.05228099861051305,1.390625,0.33621978759765625,0.38671875,0.875
no_baseline,no_baseline,4e-05,65,0.01358330809398467,1.4375,0.18590164184570312,0.359375,0.91796875
no_baseline,no_baseline,4e-05,66,0.009509383047770825,1.2265625,0.16057205200195312,0.37109375,0.94140625
no_baseline,no_baseline,4e-05,67,0.00945700058764487,0.84765625,0.13870620727539062,0.28515625,0.94921875
no_baseline,no_baseline,4e-05,68,0.012947202852956252,0.92578125,0.12203216552734375,0.390625,1.0
no_baseline,no_baseline,4e-05,69,0.018196403453657695,0.63671875,0.15240097045898438,0.37890625,0.96484375
no_baseline,no_baseline,4e-05,70,0.01602041996375192,0.7421875,0.20040512084960938,0.33203125,0.9296875
no_baseline,no_baseline,4e-05,71,0.011459833982371492,0.66796875,0.19913864135742188,0.234375,0.9375
no_baseline,no_baseline,4e-05,72,0.007257714895786194,0.48828125,0.17270660400390625,0.30078125,0.9921875
no_baseline,no_baseline,4e-05,73,0.010678177932277322,0.8671875,0.13666534423828125,0.34375,1.0
no_baseline,no_baseline,4e-05,74,0.026769321401843627,1.046875,0.13814163208007812,0.34765625,0.99609375
no_baseline,no_baseline,4e-05,75,0.05322908691232442,1.0859375,0.23629379272460938,0.4609375,0.9765625
no_baseline,no_baseline,4e-05,76,0.18727293642587028,3.484375,0.502655029296875,0.546875,0.90625
no_baseline,no_baseline,4e-05,77,0.07470942552026827,1.46875,0.44657135009765625,0.34375,0.90234375
no_baseline,no_baseline,4e-05,78,0.07280285641172668,1.25,0.37171173095703125,0.32421875,0.88671875
no_baseline,no_baseline,4e-05,79,0.07105688877345528,1.4140625,0.3772430419921875,0.296875,0.953125
no_baseline,no_baseline,4e-05,80,0.09838499990291893,1.28125,0.38802337646484375,0.40625,0.98046875
no_baseline,no_baseline,4e-05,81,0.09439511685923208,1.28125,0.6810302734375,0.32421875,0.84375
no_baseline,no_baseline,4e-05,82,0.11650133124203421,1.546875,0.6712493896484375,0.3046875,0.8359375
no_baseline,no_baseline,4e-05,83,0.14812284510117024,1.890625,0.713653564453125,0.37890625,0.859375
no_baseline,no_baseline,4e-05,84,0.1284337895049248,1.375,0.6835556030273438,0.23046875,0.86328125
no_baseline,no_baseline,4e-05,85,0.19519350811606273,2.015625,0.765167236328125,0.27734375,0.80859375
no_baseline,no_baseline,4e-05,86,0.15887674744590186,2.53125,0.6551971435546875,0.3828125,0.890625
no_baseline,no_baseline,4e-05,87,0.04666891793021932,1.71875,0.5544586181640625,0.17578125,0.87890625
no_baseline,no_baseline,4e-05,88,0.043436622552690096,1.640625,0.35100555419921875,0.25390625,0.9375
no_baseline,no_baseline,4e-05,89,0.10914413130376488,1.1171875,0.63507080078125,0.28125,0.84765625
no_baseline,no_baseline,4e-05,90,0.09106269295443781,1.9375,0.5800704956054688,0.328125,0.9453125
no_baseline,no_baseline,4e-05,91,0.1355467686371412,1.921875,0.6360092163085938,0.33984375,0.9375
no_baseline,no_baseline,4e-05,92,0.194814065049286,2.078125,0.7150421142578125,0.27734375,0.86328125
no_baseline,no_baseline,4e-05,93,0.21343939330836292,1.984375,1.1255950927734375,0.26953125,0.86328125
no_baseline,no_baseline,4e-05,94,0.26510739731020294,1.8203125,1.7513351440429688,0.26953125,0.7734375
no_baseline,no_baseline,4e-05,95,0.35535297109163366,1.8125,1.7334976196289062,0.265625,0.828125
no_baseline,no_baseline,4e-05,96,0.2633018868218642,1.6171875,1.6267776489257812,0.234375,0.86328125
no_baseline,no_baseline,4e-05,97,0.2583070101973135,2.015625,1.050201416015625,0.296875,0.8671875
no_baseline,no_baseline,4e-05,98,0.27298619838256855,2.328125,0.8612899780273438,0.42578125,0.9296875
no_baseline,no_baseline,4e-05,99,0.08372016141947825,1.4765625,0.4367561340332031,0.3203125,0.9609375
no_baseline,no_baseline,4e-05,100,0.07302134681594907,1.328125,0.3348884582519531,0.41796875,0.9921875
no_baseline,no_baseline,4e-05,101,0.01786493798590527,0.81640625,0.3036231994628906,0.16015625,0.89453125
no_baseline,no_baseline,4e-05,102,0.14351094471203396,1.265625,0.8321495056152344,0.3828125,0.8125
no_baseline,no_baseline,4e-05,103,0.05358175313449465,0.58203125,2.3101806640625,0.05078125,0.2734375
no_baseline,no_baseline,4e-05,104,0.019077166318311356,1.7109375,2.3318252563476562,0.109375,0.44140625
no_baseline,no_baseline,4e-05,105,0.08343032895027136,1.328125,1.0564384460449219,0.35546875,0.8671875
no_baseline,no_baseline,4e-05,106,0.1155064946397033,3.953125,0.4159812927246094,0.4921875,0.9765625
no_baseline,no_baseline,4e-05,107,0.0030920008102839347,0.80859375,0.11024856567382812,0.3515625,0.99609375
no_baseline,no_baseline,4e-05,108,0.0034796745821950026,1.453125,0.09956645965576172,0.3125,1.0
no_baseline,no_baseline,4e-05,109,0.006541895721966284,0.69140625,0.15355682373046875,0.203125,1.0
no_baseline,no_baseline,4e-05,110,0.056074145575621515,1.703125,0.23016738891601562,0.36328125,0.9921875
no_baseline,no_baseline,4e-05,111,0.0536542861846101,1.2421875,0.358551025390625,0.23046875,0.9765625
no_baseline,no_baseline,4e-05,112,0.12231511274876539,3.078125,0.42058563232421875,0.43359375,0.98828125
no_baseline,no_baseline,4e-05,113,0.07166425365721807,2.34375,0.38250732421875,0.3828125,0.98828125
no_baseline,no_baseline,4e-05,114,0.10039931653955136,1.6015625,0.39544677734375,0.265625,0.984375
no_baseline,no_baseline,4e-05,115,0.1026497771636059,2.359375,0.5221099853515625,0.328125,0.9765625
no_baseline,no_baseline,4e-05,116,0.15071247011655942,2.25,0.7163238525390625,0.34765625,0.94140625
no_baseline,no_baseline,4e-05,117,0.16447958651406225,1.890625,0.960357666015625,0.3203125,0.9140625
no_baseline,no_baseline,4e-05,118,0.19869789358926937,1.640625,1.4825286865234375,0.171875,0.49609375
no_baseline,no_baseline,4e-05,119,0.2206984904478304,1.859375,1.3805694580078125,0.18359375,0.64453125
no_baseline,no_baseline,4e-05,120,0.2207172528724186,2.125,1.1387939453125,0.25,0.80078125
no_baseline,no_baseline,4e-05,121,0.1722804968158016,2.09375,0.746002197265625,0.26953125,0.91015625
no_baseline,no_baseline,4e-05,122,0.060391569961211644,1.0390625,0.5020904541015625,0.16015625,0.96484375
no_baseline,no_baseline,4e-05,123,0.02983922478506429,1.921875,0.2376384735107422,0.30078125,0.9375
no_baseline,no_baseline,4e-05,124,0.1157010245588026,2.890625,0.36847686767578125,0.359375,0.7421875
no_baseline,no_baseline,4e-05,125,0.05651664541073842,1.4765625,0.334259033203125,0.1640625,0.75
no_baseline,no_baseline,4e-05,126,0.06719414720100758,1.4609375,0.19780731201171875,0.38671875,0.9375
no_baseline,no_baseline,4e-05,127,0.07322347376612015,1.8671875,0.3601493835449219,0.23046875,0.94921875
no_baseline,no_baseline,4e-05,128,0.12610086266795406,3.71875,0.47631072998046875,0.31640625,0.953125
no_baseline,no_baseline,4e-05,129,0.03564358859875938,1.7578125,0.23115921020507812,0.3984375,0.9921875
no_baseline,no_baseline,4e-05,130,0.03304465578548843,1.7109375,0.24339675903320312,0.33203125,0.99609375
no_baseline,no_baseline,4e-05,131,0.004441627224878175,0.8515625,0.14687347412109375,0.2734375,0.98828125
no_baseline,no_baseline,4e-05,132,0.022595441243538517,1.5859375,0.13624191284179688,0.34375,0.984375
no_baseline,no_baseline,4e-05,133,0.05434888546005823,1.71875,0.3598480224609375,0.3671875,0.86328125
no_baseline,no_baseline,4e-05,134,0.05494648374951794,1.890625,0.2660560607910156,0.30859375,0.78125
no_baseline,no_baseline,4e-05,135,0.05735826844465919,1.484375,0.2845497131347656,0.26953125,0.73046875
no_baseline,no_baseline,4e-05,136,0.09503053680236917,1.1640625,0.31560802459716797,0.28125,0.890625
no_baseline,no_baseline,4e-05,137,0.07903738072491251,1.2109375,0.3696441650390625,0.30078125,0.8984375
no_baseline,no_baseline,4e-05,138,0.10255415449501015,1.671875,0.360595703125,0.484375,0.98828125
no_baseline,no_baseline,4e-05,139,0.0867381821735762,1.6171875,0.481903076171875,0.2890625,0.9765625
no_baseline,no_baseline,4e-05,140,0.0851780133380089,1.6953125,0.5122451782226562,0.2421875,0.9296875
no_baseline,no_baseline,4e-05,141,0.1378598618612159,2.75,0.4677696228027344,0.47265625,0.97265625
no_baseline,no_baseline,4e-05,142,0.07153378412476741,1.5234375,0.320159912109375,0.38671875,0.98828125
no_baseline,no_baseline,4e-05,143,0.057899010338587686,2.0625,0.3008613586425781,0.38671875,0.97265625
no_baseline,no_baseline,4e-05,144,0.015085856302903267,1.21875,0.15297698974609375,0.3046875,0.99609375
no_baseline,no_baseline,4e-05,145,0.005448235460789874,1.5,0.05317497253417969,0.32421875,1.0
no_baseline,no_baseline,4e-05,146,0.004771692591020837,1.1328125,0.07523918151855469,0.33203125,1.0
no_baseline,no_baseline,4e-05,147,0.012706502311630175,0.86328125,0.0728912353515625,0.32421875,1.0
no_baseline,no_baseline,4e-05,148,0.02057043058448471,1.5625,0.07927513122558594,0.44140625,1.0
no_baseline,no_baseline,4e-05,149,0.01621704106037214,1.6328125,0.11354637145996094,0.33984375,1.0
no_baseline,no_baseline,4e-05,150,0.014176821539876983,0.9140625,0.16450119018554688,0.21875,1.0
no_baseline,no_baseline,4e-05,151,0.027964983786660014,0.9296875,0.19491958618164062,0.234375,0.99609375
no_baseline,no_baseline,4e-05,152,0.04566156631335616,1.4140625,0.24395751953125,0.359375,1.0
no_baseline,no_baseline,4e-05,153,0.05453511539963074,2.0625,0.2322845458984375,0.42578125,0.98828125
no_baseline,no_baseline,4e-05,154,0.04500290989381028,1.2421875,0.2433791160583496,0.2890625,0.98828125
no_baseline,no_baseline,4e-05,155,0.0481357293392648,0.86328125,0.2030487060546875,0.390625,1.0
no_baseline,no_baseline,4e-05,156,0.05763443787873257,1.8828125,0.2807493209838867,0.359375,0.9609375
no_baseline,no_baseline,4e-05,157,0.07936076159239747,1.2421875,0.34403228759765625,0.3671875,0.94140625
no_baseline,no_baseline,4e-05,158,0.17135830366169102,1.8359375,0.7053871154785156,0.3515625,0.89453125
no_baseline,no_baseline,4e-05,159,0.17796865932177752,2.34375,0.5593681335449219,0.37890625,0.91015625
no_baseline,no_baseline,4e-05,160,0.025683288244181313,1.2421875,0.3401784896850586,0.14453125,0.80859375
no_baseline,no_baseline,4e-05,161,0.07767048744426575,4.0625,0.3327465057373047,0.28125,0.84375
no_baseline,no_baseline,4e-05,162,0.07050066752708517,1.390625,0.40921783447265625,0.24609375,0.9296875
no_baseline,no_baseline,4e-05,163,0.12050582174560986,1.9765625,0.42165374755859375,0.33203125,0.9453125
no_baseline,no_baseline,4e-05,164,0.0929473013675306,1.2890625,0.5151481628417969,0.234375,0.80078125
no_baseline,no_baseline,4e-05,165,0.18507769113057293,1.515625,0.6167221069335938,0.30078125,0.859375
no_baseline,no_baseline,4e-05,166,0.1070088867272716,3.125,0.6205940246582031,0.21875,0.828125
no_baseline,no_baseline,4e-05,167,0.23368544725235552,1.7265625,0.8365592956542969,0.34765625,0.86328125
no_baseline,no_baseline,4e-05,168,0.20182830840349197,1.28125,1.0297622680664062,0.23046875,0.859375
no_baseline,no_baseline,4e-05,169,0.31590761902043596,1.40625,1.12554931640625,0.28125,0.859375
no_baseline,no_baseline,4e-05,170,0.16079350479412824,1.03125,1.0546913146972656,0.1640625,0.7578125
no_baseline,no_baseline,4e-05,171,0.1685657569905743,1.109375,0.9075260162353516,0.1875,0.76953125
no_baseline,no_baseline,4e-05,172,0.26355959568172693,1.5234375,0.7659416198730469,0.21875,0.61328125
no_baseline,no_baseline,4e-05,173,0.2457320470130071,1.953125,0.6078357696533203,0.203125,0.6640625
no_baseline,no_baseline,4e-05,174,0.16315716513781808,1.203125,0.8210010528564453,0.203125,0.8828125
no_baseline,no_baseline,4e-05,175,0.2529818728507962,2.609375,0.6767387390136719,0.4140625,0.9765625
no_baseline,no_baseline,4e-05,176,0.09758794614754152,2.078125,0.4320831298828125,0.328125,0.9921875
no_baseline,no_baseline,4e-05,177,0.10507776022859616,1.7421875,0.30954742431640625,0.421875,0.9921875
no_baseline,no_baseline,4e-05,178,0.07692384417168796,1.5390625,0.2976531982421875,0.27734375,1.0
no_baseline,no_baseline,4e-05,179,0.07504749134386657,2.484375,0.3332481384277344,0.30078125,1.0
no_baseline,no_baseline,4e-05,180,0.06764023466166691,1.328125,0.3443870544433594,0.328125,0.94921875
no_baseline,no_baseline,4e-05,181,0.08225225748901721,1.7734375,0.30094146728515625,0.36328125,0.984375
no_baseline,no_baseline,4e-05,182,0.07481716053734999,2.5,0.26851463317871094,0.37109375,0.9921875
no_baseline,no_baseline,4e-05,183,0.019702043442521244,4.0625,0.1582660675048828,0.30078125,0.7734375
no_baseline,no_baseline,4e-05,184,0.018252305873829755,2.09375,0.1505126953125,0.22265625,1.0
no_baseline,no_baseline,4e-05,185,0.004144812968661427,0.80859375,0.07548713684082031,0.39453125,1.0
no_baseline,no_baseline,4e-05,186,0.03223882825932378,1.125,0.09199333190917969,0.55859375,1.0
no_baseline,no_baseline,4e-05,187,0.0534430819152476,1.8984375,0.1153717041015625,0.4375,0.99609375
no_baseline,no_baseline,4e-05,188,0.0702062346317689,3.5625,0.25579833984375,0.30078125,0.94921875
no_baseline,no_baseline,4e-05,189,0.20215782706509344,2.046875,0.5611572265625,0.359375,0.9140625
no_baseline,no_baseline,4e-05,190,0.21561999584082514,1.8984375,0.7204437255859375,0.3046875,0.90234375
no_baseline,no_baseline,4e-05,191,0.3867692284984514,2.203125,1.06219482421875,0.40625,0.90234375
no_baseline,no_baseline,4e-05,192,0.2510538659989834,1.6640625,1.1277008056640625,0.24609375,0.92578125
no_baseline,no_baseline,4e-05,193,0.36526243976550177,2.5,0.9118728637695312,0.359375,0.9375
no_baseline,no_baseline,4e-05,194,0.3592536561191082,2.046875,0.950592041015625,0.33203125,0.92578125
no_baseline,no_baseline,4e-05,195,0.36674939800286666,1.5703125,1.2233734130859375,0.2734375,0.82421875
no_baseline,no_baseline,4e-05,196,0.3157351091504097,1.46875,1.5352325439453125,0.1953125,0.83203125
no_baseline,no_baseline,4e-05,197,0.4975112690590322,1.421875,1.6776275634765625,0.2421875,0.66796875
no_baseline,no_baseline,4e-05,198,0.4970626877620816,1.3515625,2.0154266357421875,0.203125,0.66015625
no_baseline,no_baseline,4e-05,199,0.7500628964044154,1.6640625,2.347991943359375,0.26171875,0.75390625
no_baseline,no_baseline,4e-05,200,0.5903487796895206,1.421875,2.4541015625,0.2265625,0.8125
