run,grpo_step,optimizer_step,loss,grad_norm,token_entropy,train_answer_accuracy,train_format_accuracy
final_on_policy_lr4e-5_400_full_eval,52,52,-0.003885020545567386,0.1669921875,0.13126182556152344,0.7890625,0.9296875
final_on_policy_lr4e-5_400_full_eval,53,53,-0.0020388738084875513,0.140625,0.10634803771972656,0.7578125,0.9140625
final_on_policy_lr4e-5_400_full_eval,54,54,-0.000780402981035877,0.15625,0.1556529998779297,0.60546875,0.93359375
final_on_policy_lr4e-5_400_full_eval,55,55,-0.0015715384797658771,0.142578125,0.133880615234375,0.7890625,0.95703125
final_on_policy_lr4e-5_400_full_eval,56,56,-0.0011325025952828582,0.212890625,0.1403942108154297,0.6328125,0.86328125
final_on_policy_lr4e-5_400_full_eval,57,57,-0.0031544512858090457,0.2314453125,0.12848567962646484,0.75,0.97265625
final_on_policy_lr4e-5_400_full_eval,58,58,-0.0075840702702407725,0.1767578125,0.14528274536132812,0.72265625,0.8984375
final_on_policy_lr4e-5_400_full_eval,59,59,-0.009897119671222754,0.1591796875,0.13637351989746094,0.7734375,0.97265625
final_on_policy_lr4e-5_400_full_eval,60,60,-0.0033727094960340764,0.16015625,0.15568923950195312,0.5859375,0.9453125
final_on_policy_lr4e-5_400_full_eval,61,61,5.5730630265315995e-05,0.12255859375,0.1261425018310547,0.80078125,0.95703125
final_on_policy_lr4e-5_400_full_eval,62,62,-0.003191403997334419,0.2373046875,0.13486480712890625,0.75390625,0.95703125
final_on_policy_lr4e-5_400_full_eval,63,63,-0.001045936362061184,0.1728515625,0.11362648010253906,0.75390625,0.9609375
final_on_policy_lr4e-5_400_full_eval,64,64,-0.00023260651505552232,0.251953125,0.13672828674316406,0.60546875,0.9296875
final_on_policy_lr4e-5_400_full_eval,65,65,-0.006594800051971106,0.1376953125,0.12266349792480469,0.765625,0.97265625
final_on_policy_lr4e-5_400_full_eval,66,66,-0.0011444904466770822,0.1357421875,0.11069107055664062,0.76953125,0.98046875
final_on_policy_lr4e-5_400_full_eval,67,67,-0.0008163762249751016,0.1689453125,0.1274242401123047,0.609375,0.91796875
final_on_policy_lr4e-5_400_full_eval,68,68,-0.004790936203789897,0.1630859375,0.12322044372558594,0.671875,0.95703125
final_on_policy_lr4e-5_400_full_eval,69,69,-0.0027697870827978477,0.224609375,0.092376708984375,0.77734375,0.9765625
final_on_policy_lr4e-5_400_full_eval,70,70,-0.002930581336840987,0.166015625,0.09465694427490234,0.75,0.9765625
final_on_policy_lr4e-5_400_full_eval,71,71,-0.003531747413944686,0.1806640625,0.13749313354492188,0.47265625,0.89453125
final_on_policy_lr4e-5_400_full_eval,72,72,-0.0026706254211603664,0.1806640625,0.09152984619140625,0.73828125,0.94140625
final_on_policy_lr4e-5_400_full_eval,73,73,-0.0017577580547367688,0.138671875,0.09436941146850586,0.7109375,0.9453125
final_on_policy_lr4e-5_400_full_eval,74,74,-0.002188730593843502,0.2158203125,0.10000228881835938,0.7421875,0.953125
final_on_policy_lr4e-5_400_full_eval,75,75,-0.0007301134755834937,0.1728515625,0.07289314270019531,0.79296875,0.96875
final_on_policy_lr4e-5_400_full_eval,76,76,0.0005987563363305526,0.296875,0.0849142074584961,0.7265625,0.9453125
final_on_policy_lr4e-5_400_full_eval,77,77,-0.0017989535344895558,0.2216796875,0.0731201171875,0.6484375,0.8828125
final_on_policy_lr4e-5_400_full_eval,78,78,-0.010143904459255282,0.2060546875,0.11549758911132812,0.76171875,0.953125
final_on_policy_lr4e-5_400_full_eval,79,79,-0.004740929958643392,0.2060546875,0.08049488067626953,0.73046875,0.9609375
final_on_policy_lr4e-5_400_full_eval,80,80,-0.0012868924895883538,0.193359375,0.09535884857177734,0.75390625,0.96875
final_on_policy_lr4e-5_400_full_eval,81,81,-0.0007125358424673323,0.166015625,0.10738754272460938,0.7421875,0.93359375
final_on_policy_lr4e-5_400_full_eval,82,82,0.004462963399419095,0.115234375,0.1075897216796875,0.77734375,0.9609375
final_on_policy_lr4e-5_400_full_eval,83,83,-0.0019748514678212814,0.0869140625,0.1166086196899414,0.76953125,0.92578125
final_on_policy_lr4e-5_400_full_eval,84,84,0.0033107887247751933,0.19140625,0.11945343017578125,0.5546875,0.8671875
final_on_policy_lr4e-5_400_full_eval,85,85,-0.0019007803130079992,0.1484375,0.11416912078857422,0.69140625,0.94921875
final_on_policy_lr4e-5_400_full_eval,86,86,-0.00041507999048917554,0.240234375,0.10182666778564453,0.71875,0.9375
final_on_policy_lr4e-5_400_full_eval,87,87,-0.004674662159231957,0.11865234375,0.1251201629638672,0.8515625,0.96875
final_on_policy_lr4e-5_400_full_eval,88,88,-0.006237277724721935,0.1171875,0.15680932998657227,0.6796875,0.91015625
final_on_policy_lr4e-5_400_full_eval,89,89,-0.0019763980963034555,0.10888671875,0.1676959991455078,0.78515625,0.91015625
final_on_policy_lr4e-5_400_full_eval,90,90,-0.005068997412308818,0.1640625,0.14468002319335938,0.8671875,0.97265625
final_on_policy_lr4e-5_400_full_eval,91,91,-0.002138876785465982,0.099609375,0.1806793212890625,0.6640625,0.8515625
final_on_policy_lr4e-5_400_full_eval,92,92,-0.0029588226607302204,0.1103515625,0.18520736694335938,0.62890625,0.875
final_on_policy_lr4e-5_400_full_eval,93,93,-0.005287309555569664,0.12158203125,0.159942626953125,0.75,0.90625
final_on_policy_lr4e-5_400_full_eval,94,94,-0.0023328929382842034,0.150390625,0.1676483154296875,0.78515625,0.90234375
final_on_policy_lr4e-5_400_full_eval,95,95,-0.005463022542244289,0.12353515625,0.16771697998046875,0.77734375,0.94921875
final_on_policy_lr4e-5_400_full_eval,96,96,-0.005427354451967403,0.1591796875,0.16576004028320312,0.7578125,0.91015625
final_on_policy_lr4e-5_400_full_eval,97,97,-0.00684177167568123,0.52734375,0.1960163116455078,0.69140625,0.9140625
final_on_policy_lr4e-5_400_full_eval,98,98,0.001616830748389475,0.08447265625,0.16158676147460938,0.6953125,0.9296875
final_on_policy_lr4e-5_400_full_eval,99,99,0.0038401014207920525,0.12255859375,0.15848541259765625,0.67578125,0.8828125
final_on_policy_lr4e-5_400_full_eval,100,100,0.0005252648406894878,0.1171875,0.171142578125,0.7265625,0.93359375
final_on_policy_lr4e-5_400_full_eval,101,101,-0.005291390232741833,0.166015625,0.15328025817871094,0.61328125,0.875
final_on_policy_lr4e-5_400_full_eval,102,102,-0.003552803049387876,0.12109375,0.19629859924316406,0.71875,0.96484375
final_on_policy_lr4e-5_400_full_eval,103,103,-0.0023701511599938385,0.12353515625,0.15545272827148438,0.74609375,0.9765625
final_on_policy_lr4e-5_400_full_eval,104,104,-0.001426988616003655,0.10302734375,0.13021087646484375,0.8203125,0.9453125
final_on_policy_lr4e-5_400_full_eval,105,105,0.00017050262249540538,0.1103515625,0.1422290802001953,0.77734375,0.9375
final_on_policy_lr4e-5_400_full_eval,106,106,-0.0018034595341305248,0.142578125,0.14917373657226562,0.7421875,0.95703125
final_on_policy_lr4e-5_400_full_eval,107,107,-0.0022347922931658104,0.1142578125,0.1430826187133789,0.7109375,0.88671875
final_on_policy_lr4e-5_400_full_eval,108,108,0.0008582657974329777,0.1201171875,0.17122840881347656,0.62890625,0.8984375
final_on_policy_lr4e-5_400_full_eval,109,109,-0.0031584213211317547,0.10205078125,0.15570831298828125,0.625,0.92578125
final_on_policy_lr4e-5_400_full_eval,110,110,-0.01458270002331119,0.1552734375,0.17381858825683594,0.7890625,0.95703125
final_on_policy_lr4e-5_400_full_eval,111,111,0.0011246695939917117,0.11669921875,0.16112899780273438,0.61328125,0.91015625
final_on_policy_lr4e-5_400_full_eval,112,112,-0.004451723987585865,0.1826171875,0.13277244567871094,0.71484375,0.90234375
final_on_policy_lr4e-5_400_full_eval,113,113,-0.0014157804762362503,0.076171875,0.13179397583007812,0.71875,0.95703125
final_on_policy_lr4e-5_400_full_eval,114,114,-0.0024780817257124,0.0673828125,0.14394569396972656,0.71875,0.92578125
final_on_policy_lr4e-5_400_full_eval,115,115,-0.002299032697919756,0.12890625,0.16107940673828125,0.73828125,0.9765625
final_on_policy_lr4e-5_400_full_eval,116,116,-0.004788895734236576,0.13671875,0.1515636444091797,0.625,0.90625
final_on_policy_lr4e-5_400_full_eval,117,117,-0.0013776367486570962,0.123046875,0.1348133087158203,0.75390625,0.94140625
final_on_policy_lr4e-5_400_full_eval,118,118,-0.0016029774997150525,0.09716796875,0.13589859008789062,0.70703125,0.9296875
final_on_policy_lr4e-5_400_full_eval,119,119,0.0006466716204158729,0.09716796875,0.121002197265625,0.7890625,0.921875
final_on_policy_lr4e-5_400_full_eval,120,120,-0.0011726687080226839,0.10546875,0.16629791259765625,0.5625,0.95703125
final_on_policy_lr4e-5_400_full_eval,121,121,0.002443788827804383,0.08935546875,0.1400012969970703,0.765625,0.93359375
final_on_policy_lr4e-5_400_full_eval,122,122,0.0005315317757776938,0.1240234375,0.1359272003173828,0.5859375,0.86328125
final_on_policy_lr4e-5_400_full_eval,123,123,-0.0025696047450765036,0.1162109375,0.1160430908203125,0.6484375,0.859375
final_on_policy_lr4e-5_400_full_eval,124,124,-0.0013155356791685335,0.12158203125,0.1122894287109375,0.8828125,0.99609375
final_on_policy_lr4e-5_400_full_eval,125,125,0.00278128693025792,0.150390625,0.14223289489746094,0.77734375,0.94140625
final_on_policy_lr4e-5_400_full_eval,126,126,0.00023942789994180202,0.11279296875,0.1320343017578125,0.7421875,0.9296875
final_on_policy_lr4e-5_400_full_eval,127,127,-0.002187159403547412,0.09765625,0.13800621032714844,0.73046875,0.9296875
final_on_policy_lr4e-5_400_full_eval,128,128,0.0004598932355293073,0.146484375,0.1220855712890625,0.734375,0.93359375
final_on_policy_lr4e-5_400_full_eval,129,129,-0.004173762583377538,0.1455078125,0.11536216735839844,0.75390625,0.94921875
final_on_policy_lr4e-5_400_full_eval,130,130,-0.0028547608089866117,0.10888671875,0.12917327880859375,0.7578125,0.953125
final_on_policy_lr4e-5_400_full_eval,131,131,-0.00018125907809007913,0.1064453125,0.15109634399414062,0.70703125,0.91796875
final_on_policy_lr4e-5_400_full_eval,132,132,-0.002458606868458446,0.212890625,0.10956001281738281,0.76953125,0.9140625
final_on_policy_lr4e-5_400_full_eval,133,133,-0.004376372211481794,0.2119140625,0.1261444091796875,0.73046875,0.96875
final_on_policy_lr4e-5_400_full_eval,134,134,-0.0014692219920107163,0.10546875,0.11919784545898438,0.67578125,0.953125
final_on_policy_lr4e-5_400_full_eval,135,135,-0.00013093436427880079,0.1806640625,0.09704875946044922,0.8515625,0.96484375
final_on_policy_lr4e-5_400_full_eval,136,136,-0.0005289477398946474,0.09521484375,0.07709550857543945,0.859375,0.95703125
final_on_policy_lr4e-5_400_full_eval,137,137,-0.002454775898513617,0.150390625,0.11124420166015625,0.73828125,0.93359375
final_on_policy_lr4e-5_400_full_eval,138,138,-0.0003519818164932076,0.11962890625,0.08170509338378906,0.8125,0.9296875
final_on_policy_lr4e-5_400_full_eval,139,139,-0.0040441258879582165,0.1796875,0.0783243179321289,0.8046875,0.98046875
final_on_policy_lr4e-5_400_full_eval,140,140,-0.002141833725545439,0.12890625,0.11036491394042969,0.59375,0.9296875
final_on_policy_lr4e-5_400_full_eval,141,141,-0.0008498963188685593,0.1640625,0.07529640197753906,0.72265625,0.9296875
final_on_policy_lr4e-5_400_full_eval,142,142,0.0031203540856949985,0.154296875,0.08589839935302734,0.72265625,0.91796875
final_on_policy_lr4e-5_400_full_eval,143,143,-0.0005751206408604048,0.259765625,0.06250476837158203,0.828125,0.94921875
final_on_policy_lr4e-5_400_full_eval,144,144,-0.003601024101044459,0.169921875,0.07044696807861328,0.65625,0.953125
final_on_policy_lr4e-5_400_full_eval,145,145,-0.004073883570526959,0.2080078125,0.08309459686279297,0.71484375,0.95703125
final_on_policy_lr4e-5_400_full_eval,146,146,-0.0003243831015424803,0.1669921875,0.05396556854248047,0.70703125,0.953125
final_on_policy_lr4e-5_400_full_eval,147,147,-0.0004699713026639074,0.2177734375,0.0744466781616211,0.69921875,0.9609375
final_on_policy_lr4e-5_400_full_eval,148,148,0.0006357325582939666,0.15234375,0.051946163177490234,0.75,0.9140625
final_on_policy_lr4e-5_400_full_eval,149,149,0.0015662710175092798,0.1982421875,0.07809257507324219,0.69921875,0.9140625
final_on_policy_lr4e-5_400_full_eval,150,150,0.002899999670262332,0.1328125,0.07857799530029297,0.7265625,0.9375
final_on_policy_lr4e-5_400_full_eval,151,151,-0.0026159633380302694,0.197265625,0.05618476867675781,0.77734375,0.9609375
final_on_policy_lr4e-5_400_full_eval,152,152,-0.0018851576041925,0.1533203125,0.09398555755615234,0.7265625,0.94140625
final_on_policy_lr4e-5_400_full_eval,153,153,-0.0014178073033690453,0.1201171875,0.08305072784423828,0.83203125,0.96484375
final_on_policy_lr4e-5_400_full_eval,154,154,-0.0026437680899107363,0.134765625,0.08031368255615234,0.8125,0.93359375
final_on_policy_lr4e-5_400_full_eval,155,155,-0.001123004338296596,0.154296875,0.07349014282226562,0.7421875,0.96484375
final_on_policy_lr4e-5_400_full_eval,156,156,0.001905209108372219,0.16796875,0.0832223892211914,0.8515625,0.98046875
final_on_policy_lr4e-5_400_full_eval,157,157,-0.001800756923330482,0.1982421875,0.07303810119628906,0.69921875,0.91015625
final_on_policy_lr4e-5_400_full_eval,158,158,6.434849274228327e-05,0.1796875,0.06464958190917969,0.7890625,0.90625
final_on_policy_lr4e-5_400_full_eval,159,159,3.3045078453142196e-05,0.150390625,0.06691169738769531,0.59765625,0.859375
final_on_policy_lr4e-5_400_full_eval,160,160,-0.00051896964032494,0.12890625,0.06966209411621094,0.625,0.87109375
final_on_policy_lr4e-5_400_full_eval,161,161,-0.00170921352764708,0.1591796875,0.060936927795410156,0.74609375,0.90234375
final_on_policy_lr4e-5_400_full_eval,162,162,-0.0010760505174403079,0.138671875,0.06479454040527344,0.8671875,0.984375
final_on_policy_lr4e-5_400_full_eval,163,163,-0.001545644070574781,0.12060546875,0.05123615264892578,0.7890625,0.87109375
final_on_policy_lr4e-5_400_full_eval,164,164,0.0003586510028981138,0.09326171875,0.06722164154052734,0.65234375,0.8359375
final_on_policy_lr4e-5_400_full_eval,165,165,-0.0004106664564460516,0.123046875,0.06669902801513672,0.6796875,0.8984375
final_on_policy_lr4e-5_400_full_eval,166,166,0.00010695809942262713,0.1630859375,0.06075000762939453,0.828125,0.9375
final_on_policy_lr4e-5_400_full_eval,167,167,-0.0008109063601295929,0.11572265625,0.0460662841796875,0.8046875,0.94921875
final_on_policy_lr4e-5_400_full_eval,168,168,0.0005805201672046678,0.1787109375,0.059171199798583984,0.734375,0.9453125
final_on_policy_lr4e-5_400_full_eval,169,169,-6.478828800027259e-05,0.18359375,0.05125761032104492,0.76171875,0.953125
final_on_policy_lr4e-5_400_full_eval,170,170,0.00143291075801244,0.10546875,0.05278778076171875,0.765625,0.89453125
final_on_policy_lr4e-5_400_full_eval,171,171,0.0007946248624648433,0.138671875,0.056464195251464844,0.8203125,0.93359375
final_on_policy_lr4e-5_400_full_eval,172,172,0.0006569423185283085,0.1337890625,0.051685333251953125,0.87109375,0.95703125
final_on_policy_lr4e-5_400_full_eval,173,173,-0.0002332549747734447,0.16796875,0.04348278045654297,0.734375,0.953125
final_on_policy_lr4e-5_400_full_eval,174,174,0.0011518615465320181,0.130859375,0.04236125946044922,0.7890625,0.91015625
final_on_policy_lr4e-5_400_full_eval,175,175,-0.0006715287308907136,0.15625,0.05292034149169922,0.75,0.8984375
final_on_policy_lr4e-5_400_full_eval,176,176,-0.00023041062740958296,0.1669921875,0.056910037994384766,0.7109375,0.88671875
final_on_policy_lr4e-5_400_full_eval,177,177,-0.0005752416200266453,0.11279296875,0.058208465576171875,0.7421875,0.9140625
final_on_policy_lr4e-5_400_full_eval,178,178,-0.0017660009434621315,0.134765625,0.05499696731567383,0.7265625,0.890625
final_on_policy_lr4e-5_400_full_eval,179,179,-0.0020012872337247245,0.19140625,0.056728363037109375,0.75,0.95703125
final_on_policy_lr4e-5_400_full_eval,180,180,-0.001856574539488065,0.103515625,0.05060291290283203,0.80078125,0.93359375
final_on_policy_lr4e-5_400_full_eval,181,181,0.00041521307139191777,0.0888671875,0.05015420913696289,0.65625,0.859375
final_on_policy_lr4e-5_400_full_eval,182,182,0.0001333703512500506,0.10791015625,0.04711151123046875,0.83203125,0.94921875
final_on_policy_lr4e-5_400_full_eval,183,183,-0.0013053934781055432,0.142578125,0.042247772216796875,0.88671875,0.98046875
final_on_policy_lr4e-5_400_full_eval,184,184,-0.0008522064854332712,0.1083984375,0.051863670349121094,0.796875,0.9453125
final_on_policy_lr4e-5_400_full_eval,185,185,-0.000335442606228753,0.150390625,0.04726982116699219,0.83984375,0.97265625
final_on_policy_lr4e-5_400_full_eval,186,186,-0.0018489349604351446,0.1005859375,0.050754547119140625,0.8125,0.91015625
final_on_policy_lr4e-5_400_full_eval,187,187,0.0004150543609284796,0.09130859375,0.04337120056152344,0.84765625,0.92578125
final_on_policy_lr4e-5_400_full_eval,188,188,-0.0002365092805121094,0.1708984375,0.0551910400390625,0.7578125,0.9140625
final_on_policy_lr4e-5_400_full_eval,189,189,-0.003990926066762768,0.1884765625,0.042283058166503906,0.8203125,0.94921875
final_on_policy_lr4e-5_400_full_eval,190,190,-0.002107937165419571,0.20703125,0.047310829162597656,0.73046875,0.921875
final_on_policy_lr4e-5_400_full_eval,191,191,-0.001696978295512963,0.193359375,0.039493560791015625,0.78125,0.9296875
final_on_policy_lr4e-5_400_full_eval,192,192,0.0007791797870595474,0.1259765625,0.033116817474365234,0.921875,0.96484375
final_on_policy_lr4e-5_400_full_eval,193,193,-0.0012741066193484585,0.18359375,0.04645538330078125,0.828125,0.9765625
final_on_policy_lr4e-5_400_full_eval,194,194,-0.0007720672065261169,0.1689453125,0.04510688781738281,0.7421875,0.921875
final_on_policy_lr4e-5_400_full_eval,195,195,-0.0003156368893542094,0.2109375,0.0442042350769043,0.69140625,0.93359375
final_on_policy_lr4e-5_400_full_eval,196,196,-1.4789202396059409e-06,0.1279296875,0.04805421829223633,0.65625,0.8828125
final_on_policy_lr4e-5_400_full_eval,197,197,-0.0005352130438041058,0.2392578125,0.03882455825805664,0.78125,0.9375
final_on_policy_lr4e-5_400_full_eval,198,198,-0.0017203577181135188,0.1708984375,0.04235696792602539,0.6640625,0.9140625
final_on_policy_lr4e-5_400_full_eval,199,199,-0.004932038440529141,0.15625,0.04369020462036133,0.65234375,0.94921875
final_on_policy_lr4e-5_400_full_eval,200,200,-0.0002281744709762279,0.1884765625,0.03827810287475586,0.78515625,0.93359375
final_on_policy_lr4e-5_400_full_eval,201,201,-0.0011364261590642855,0.1708984375,0.041303157806396484,0.73046875,0.96875
final_on_policy_lr4e-5_400_full_eval,202,202,-0.0005497819438460283,0.1142578125,0.0378727912902832,0.7890625,0.921875
final_on_policy_lr4e-5_400_full_eval,203,203,-0.0010354513378842967,0.1806640625,0.04091596603393555,0.79296875,0.94921875
final_on_policy_lr4e-5_400_full_eval,204,204,-0.0007239438382384833,0.333984375,0.034578800201416016,0.7421875,0.88671875
final_on_policy_lr4e-5_400_full_eval,205,205,-0.0012120478304495919,0.2333984375,0.04517316818237305,0.6796875,0.953125
final_on_policy_lr4e-5_400_full_eval,206,206,1.748814702295931e-05,0.1845703125,0.03989410400390625,0.7109375,0.87890625
final_on_policy_lr4e-5_400_full_eval,207,207,-0.002052220615951228,0.1845703125,0.043000221252441406,0.80078125,0.96875
final_on_policy_lr4e-5_400_full_eval,208,208,0.0001297320313824457,0.2236328125,0.040335655212402344,0.7890625,0.9453125
final_on_policy_lr4e-5_400_full_eval,209,209,0.0009701435856186436,0.2119140625,0.04228496551513672,0.8125,0.984375
final_on_policy_lr4e-5_400_full_eval,210,210,-0.000693019867867406,0.224609375,0.036837100982666016,0.765625,0.9453125
final_on_policy_lr4e-5_400_full_eval,211,211,-0.0006968934094402357,0.203125,0.040633201599121094,0.6953125,0.921875
final_on_policy_lr4e-5_400_full_eval,212,212,-0.0002984107195516117,0.15625,0.03632068634033203,0.79296875,0.94921875
final_on_policy_lr4e-5_400_full_eval,213,213,-0.0015569128299830481,0.169921875,0.03545331954956055,0.8046875,0.984375
final_on_policy_lr4e-5_400_full_eval,214,214,-0.0015985108739187126,0.2392578125,0.04601097106933594,0.64453125,0.9609375
final_on_policy_lr4e-5_400_full_eval,215,215,0.0006040923944965471,0.169921875,0.03728890419006348,0.82421875,0.96484375
final_on_policy_lr4e-5_400_full_eval,216,216,-0.0005022559489589185,0.1328125,0.03508472442626953,0.79296875,0.95703125
final_on_policy_lr4e-5_400_full_eval,217,217,2.4724161448830273e-05,0.1630859375,0.03450298309326172,0.765625,0.984375
final_on_policy_lr4e-5_400_full_eval,218,218,0.0005189165385672823,0.228515625,0.03566789627075195,0.65625,0.90234375
final_on_policy_lr4e-5_400_full_eval,219,219,-0.00047215844824677333,0.1171875,0.02963876724243164,0.80859375,0.96875
final_on_policy_lr4e-5_400_full_eval,220,220,-0.0001633840561225952,0.1572265625,0.031558990478515625,0.828125,0.984375
final_on_policy_lr4e-5_400_full_eval,221,221,-0.0006917553882885841,0.1943359375,0.035391807556152344,0.74609375,0.95703125
final_on_policy_lr4e-5_400_full_eval,222,222,-0.0023626397851330694,0.1923828125,0.028789043426513672,0.7890625,0.95703125
