run,grpo_step,answer_accuracy,format_accuracy,avg_response_token_length,rollout_seconds
final_on_policy_lr4e-5_400_full_eval,283,0.6796875,0.96484375,424.64453125,11.255954027175903
final_on_policy_lr4e-5_400_full_eval,284,0.71875,0.96875,398.78515625,10.698600053787231
final_on_policy_lr4e-5_400_full_eval,285,0.7109375,0.984375,351.1953125,10.075808048248291
final_on_policy_lr4e-5_400_full_eval,286,0.8671875,1.0,292.3203125,8.071739196777344
final_on_policy_lr4e-5_400_full_eval,287,0.74609375,0.98828125,318.1015625,9.237871646881104
final_on_policy_lr4e-5_400_full_eval,288,0.75,1.0,261.9921875,7.831360101699829
final_on_policy_lr4e-5_400_full_eval,289,0.69921875,0.984375,343.87109375,10.102708339691162
final_on_policy_lr4e-5_400_full_eval,290,0.6171875,0.9609375,353.8125,9.892843961715698
final_on_policy_lr4e-5_400_full_eval,291,0.69140625,0.96875,332.5234375,9.571677684783936
final_on_policy_lr4e-5_400_full_eval,292,0.640625,0.97265625,378.3671875,10.347101211547852
final_on_policy_lr4e-5_400_full_eval,293,0.75,0.9609375,357.13671875,10.065569162368774
final_on_policy_lr4e-5_400_full_eval,294,0.67578125,0.9609375,347.78125,10.147826194763184
final_on_policy_lr4e-5_400_full_eval,295,0.76171875,0.9765625,349.97265625,9.825822591781616
final_on_policy_lr4e-5_400_full_eval,296,0.79296875,0.9609375,312.6875,9.395670413970947
final_on_policy_lr4e-5_400_full_eval,297,0.8125,0.98828125,300.2265625,8.934490203857422
final_on_policy_lr4e-5_400_full_eval,298,0.7421875,0.97265625,299.9375,8.948423147201538
final_on_policy_lr4e-5_400_full_eval,299,0.81640625,0.97265625,351.63671875,9.732115030288696
final_on_policy_lr4e-5_400_full_eval,300,0.765625,0.98046875,333.46484375,9.504078149795532
final_on_policy_lr4e-5_400_full_eval,301,0.79296875,0.98046875,345.01953125,10.019372940063477
final_on_policy_lr4e-5_400_full_eval,302,0.7890625,0.94921875,356.01953125,10.053418636322021
final_on_policy_lr4e-5_400_full_eval,303,0.8125,0.97265625,349.4609375,10.432629823684692
final_on_policy_lr4e-5_400_full_eval,304,0.65234375,0.9609375,392.96484375,10.526114702224731
final_on_policy_lr4e-5_400_full_eval,305,0.7265625,0.9765625,353.98046875,9.89336633682251
final_on_policy_lr4e-5_400_full_eval,306,0.7890625,0.9921875,338.83203125,9.527917623519897
final_on_policy_lr4e-5_400_full_eval,307,0.8046875,0.96484375,365.01953125,10.128122329711914
final_on_policy_lr4e-5_400_full_eval,308,0.71484375,0.94140625,395.16015625,10.601480722427368
final_on_policy_lr4e-5_400_full_eval,309,0.78125,0.9609375,325.92578125,9.339520454406738
final_on_policy_lr4e-5_400_full_eval,310,0.7109375,0.94140625,437.66015625,11.46320390701294
final_on_policy_lr4e-5_400_full_eval,311,0.8359375,0.96875,331.7578125,9.412599563598633
final_on_policy_lr4e-5_400_full_eval,312,0.77734375,0.9609375,371.78125,10.31331729888916
final_on_policy_lr4e-5_400_full_eval,313,0.7734375,0.98046875,370.03515625,9.958872079849243
final_on_policy_lr4e-5_400_full_eval,314,0.66015625,0.95703125,399.546875,10.435070514678955
final_on_policy_lr4e-5_400_full_eval,315,0.75390625,0.9453125,352.671875,9.579489946365356
final_on_policy_lr4e-5_400_full_eval,316,0.7734375,0.9921875,337.6171875,10.172293663024902
final_on_policy_lr4e-5_400_full_eval,317,0.78125,0.98046875,337.95703125,9.53043532371521
final_on_policy_lr4e-5_400_full_eval,318,0.7421875,0.96875,358.87890625,9.920779466629028
final_on_policy_lr4e-5_400_full_eval,319,0.67578125,0.9140625,428.66796875,11.687142372131348
final_on_policy_lr4e-5_400_full_eval,320,0.90234375,0.97265625,354.83203125,9.961735010147095
final_on_policy_lr4e-5_400_full_eval,321,0.83984375,0.953125,379.53125,11.798537254333496
final_on_policy_lr4e-5_400_full_eval,322,0.77734375,0.94140625,347.63671875,10.052733898162842
final_on_policy_lr4e-5_400_full_eval,323,0.73046875,0.9375,443.1484375,11.807431697845459
final_on_policy_lr4e-5_400_full_eval,324,0.796875,0.95703125,361.56640625,10.402687311172485
final_on_policy_lr4e-5_400_full_eval,325,0.84765625,0.94921875,436.0546875,11.597650051116943
final_on_policy_lr4e-5_400_full_eval,326,0.85546875,0.9921875,347.05859375,9.930299043655396
final_on_policy_lr4e-5_400_full_eval,327,0.73828125,0.90234375,502.03125,13.006493091583252
final_on_policy_lr4e-5_400_full_eval,328,0.69140625,0.890625,446.53125,11.618926525115967
final_on_policy_lr4e-5_400_full_eval,329,0.7890625,0.94140625,367.80859375,10.459537267684937
final_on_policy_lr4e-5_400_full_eval,330,0.80078125,0.9609375,358.30859375,10.149851083755493
final_on_policy_lr4e-5_400_full_eval,331,0.71484375,0.90234375,504.01953125,13.45936107635498
final_on_policy_lr4e-5_400_full_eval,332,0.83984375,0.953125,370.0625,10.141462802886963
final_on_policy_lr4e-5_400_full_eval,333,0.72265625,0.97265625,438.15625,11.53376317024231
final_on_policy_lr4e-5_400_full_eval,334,0.89453125,0.98828125,386.328125,10.484288215637207
final_on_policy_lr4e-5_400_full_eval,335,0.77734375,0.92578125,485.625,13.032758712768555
final_on_policy_lr4e-5_400_full_eval,336,0.7890625,0.9140625,407.375,10.888341665267944
final_on_policy_lr4e-5_400_full_eval,337,0.8125,0.984375,422.25390625,12.045008420944214
final_on_policy_lr4e-5_400_full_eval,338,0.76171875,0.89453125,418.44140625,41.99943923950195
final_on_policy_lr4e-5_400_full_eval,339,0.87109375,0.96484375,370.99609375,10.082895517349243
final_on_policy_lr4e-5_400_full_eval,340,0.84375,0.94140625,412.12890625,10.838006019592285
final_on_policy_lr4e-5_400_full_eval,341,0.78125,0.94921875,432.2421875,11.719388484954834
final_on_policy_lr4e-5_400_full_eval,342,0.80859375,0.91796875,424.99609375,11.23799729347229
final_on_policy_lr4e-5_400_full_eval,343,0.765625,0.97265625,417.765625,11.933649063110352
final_on_policy_lr4e-5_400_full_eval,344,0.73046875,0.91796875,444.89453125,11.524036407470703
final_on_policy_lr4e-5_400_full_eval,345,0.765625,0.87890625,521.484375,13.214625835418701
final_on_policy_lr4e-5_400_full_eval,346,0.75,0.9375,439.23046875,12.572823286056519
final_on_policy_lr4e-5_400_full_eval,347,0.67578125,0.890625,480.5078125,12.216126680374146
final_on_policy_lr4e-5_400_full_eval,348,0.79296875,0.91796875,434.66796875,11.278505325317383
final_on_policy_lr4e-5_400_full_eval,349,0.73046875,0.94921875,429.8515625,11.603312253952026
final_on_policy_lr4e-5_400_full_eval,350,0.765625,0.92578125,446.18359375,11.449386358261108
final_on_policy_lr4e-5_400_full_eval,351,0.87109375,0.9765625,370.22265625,10.234823942184448
final_on_policy_lr4e-5_400_full_eval,352,0.68359375,0.89453125,506.32421875,12.308937311172485
final_on_policy_lr4e-5_400_full_eval,353,0.76953125,0.93359375,485.0,12.01557993888855
final_on_policy_lr4e-5_400_full_eval,354,0.6796875,0.9453125,483.4609375,43.48480439186096
final_on_policy_lr4e-5_400_full_eval,355,0.6875,0.91015625,504.21484375,12.888505935668945
final_on_policy_lr4e-5_400_full_eval,356,0.796875,0.92578125,459.4140625,11.616358757019043
final_on_policy_lr4e-5_400_full_eval,357,0.80078125,0.91015625,483.03125,11.976466655731201
final_on_policy_lr4e-5_400_full_eval,358,0.80859375,0.97265625,381.7890625,10.201639175415039
final_on_policy_lr4e-5_400_full_eval,359,0.6953125,0.8671875,497.1171875,12.450000286102295
final_on_policy_lr4e-5_400_full_eval,360,0.70703125,0.92578125,473.578125,11.860524654388428
final_on_policy_lr4e-5_400_full_eval,361,0.72265625,0.93359375,474.69140625,13.379489421844482
final_on_policy_lr4e-5_400_full_eval,362,0.7578125,0.9296875,487.7734375,12.445501565933228
final_on_policy_lr4e-5_400_full_eval,363,0.74609375,0.9140625,520.3828125,12.929246187210083
final_on_policy_lr4e-5_400_full_eval,364,0.77734375,0.92578125,521.296875,13.017781019210815
final_on_policy_lr4e-5_400_full_eval,365,0.7578125,0.90625,478.46875,12.118297100067139
final_on_policy_lr4e-5_400_full_eval,366,0.7890625,0.9453125,478.59375,12.22756052017212
final_on_policy_lr4e-5_400_full_eval,367,0.6875,0.83203125,524.625,12.850377559661865
final_on_policy_lr4e-5_400_full_eval,368,0.7421875,0.89453125,516.42578125,12.742067098617554
