run,grpo_step,optimizer_step,step_seconds,elapsed_step_seconds,elapsed_step_hours,best_answer_accuracy_so_far
final_on_policy_lr4e-5_400_full_eval,87,87,24.26218605041504,3092.546261072159,0.8590406280755997,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,88,88,34.08471965789795,3126.6309807300568,0.8685086057583491,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,89,89,37.69550848007202,3164.326489210129,0.8789795803361469,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,90,90,25.712019681930542,3190.0385088920593,0.886121808025572,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,91,91,28.92978835105896,3218.9682972431183,0.8941578603453106,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,92,92,30.93353533744812,3249.9018325805664,0.9027505090501573,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,93,93,26.811487913131714,3276.713320493698,0.9101981445815828,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,94,94,35.66173195838928,3312.3750524520874,0.9201041812366909,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,95,95,26.855018377304077,3339.2300708293915,0.9275639085637198,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,96,96,26.70983052253723,3365.9399013519287,0.9349833059310914,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,97,97,27.745022535324097,3393.684923887253,0.942690256635348,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,98,98,26.93814444541931,3420.623068332672,0.9501730745368534,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,99,99,27.0633225440979,3447.68639087677,0.9576906641324361,0.7036573929352923
final_on_policy_lr4e-5_400_full_eval,100,100,200.38569617271423,3648.0720870494843,1.0133533575137457,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,101,101,38.2774612903595,3686.3495483398438,1.0239859856499567,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,102,102,25.76327085494995,3712.1128191947937,1.0311424497763315,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,103,103,25.046867847442627,3737.1596870422363,1.0380999130672879,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,104,104,25.747532606124878,3762.907219648361,1.0452520054578782,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,105,105,26.93802523612976,3789.845244884491,1.0527347902456918,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,106,106,25.91261911392212,3815.757863998413,1.0599327399995593,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,107,107,25.35571527481079,3841.113579273224,1.0669759942425623,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,108,108,38.95005798339844,3880.0636372566223,1.0777954547935062,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,109,109,27.570172548294067,3907.6338098049164,1.0854538360569213,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,110,110,25.228309869766235,3932.8621196746826,1.0924616999096342,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,111,111,29.37414860725403,3962.2362682819366,1.1006211856338712,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,112,112,26.149052143096924,3988.3853204250336,1.107884811229176,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,113,113,25.33065366744995,4013.7159740924835,1.1149211039145788,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,114,114,37.07442569732666,4050.79039978981,1.1252195554971696,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,115,115,25.217601776123047,4076.0080015659332,1.1322244448794259,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,116,116,34.99913740158081,4111.007138967514,1.141946427490976,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,117,117,25.917053937911987,4136.924192905426,1.1491456091403962,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,118,118,24.709506511688232,4161.633699417114,1.1560093609491984,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,119,119,25.672600269317627,4187.306299686432,1.1631406388017866,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,120,120,188.42347502708435,4375.729774713516,1.2154804929759768,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,121,121,25.657699823379517,4401.387474536896,1.2226076318158043,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,122,122,28.859105348587036,4430.246579885483,1.2306240499681897,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,123,123,26.60666799545288,4456.853247880936,1.2380147910780377,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,124,124,23.728232860565186,4480.581480741501,1.244605966872639,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,125,125,24.85897421836853,4505.440454959869,1.2515112374888526,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,126,126,35.50852417945862,4540.948979139328,1.261374716427591,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,127,127,25.20499348640442,4566.153972625732,1.268376103507148,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,128,128,25.65018343925476,4591.804156064987,1.2755011544624963,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,129,129,24.884536743164062,4616.688692808151,1.282413525780042,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,130,130,24.653295040130615,4641.341987848282,1.2892616632911893,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,131,131,25.302881479263306,4666.644869327545,1.2962902414798736,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,132,132,25.135802268981934,4691.780671596527,1.303272408776813,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,133,133,24.629817724227905,4716.410489320755,1.3101140248113208,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,134,134,24.749439239501953,4741.159928560257,1.3169888690445157,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,135,135,24.20478129386902,4765.364709854126,1.3237124194039238,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,136,136,34.21231746673584,4799.577027320862,1.3332158409224617,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,137,137,24.04193615913391,4823.618963479996,1.339894156522221,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,138,138,24.278632402420044,4847.897595882416,1.3466382210784489,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,139,139,23.769186973571777,4871.666782855988,1.353240773015552,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,140,140,202.19982028007507,5073.866603136063,1.4094073897600174,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,141,141,24.708739280700684,5098.575342416763,1.4162709284491009,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,142,142,36.80696153640747,5135.382303953171,1.4264950844314364,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,143,143,25.657379865646362,5161.039683818817,1.4336221343941158,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,144,144,38.44172430038452,5199.481408119202,1.4443003911442227,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,145,145,26.45566153526306,5225.937069654465,1.451649186015129,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,146,146,24.948752403259277,5250.885822057724,1.4585793950160344,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,147,147,25.26316213607788,5276.148984193802,1.4655969400538338,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,148,148,26.341158866882324,5302.490143060684,1.4729139286279678,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,149,149,27.426435232162476,5329.916578292847,1.4805323828591241,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,150,150,48.63337063789368,5378.54994893074,1.4940416524807612,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,151,151,28.17029643058777,5406.720245361328,1.5018667348225911,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,152,152,27.564098596572876,5434.284343957901,1.5095234288771948,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,153,153,36.68854331970215,5470.972887277603,1.5197146909104453,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,154,154,28.281646013259888,5499.254533290863,1.5275707036919064,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,155,155,26.37115478515625,5525.625688076019,1.534896024465561,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,156,156,25.8395574092865,5551.465245485306,1.5420736793014738,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,157,157,39.50152015686035,5590.966765642166,1.5530463237894907,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,158,158,26.720781087875366,5617.6875467300415,1.5604687629805671,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,159,159,39.864158391952515,5657.551705121994,1.571542140311665,0.7070959674898406
final_on_policy_lr4e-5_400_full_eval,160,160,215.68826818466187,5873.239973306656,1.6314555481407378,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,161,161,28.062238216400146,5901.302211523056,1.63925061431196,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,162,162,26.740401029586792,5928.042612552643,1.6466785034868452,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,163,163,49.61560297012329,5977.658215522766,1.6604606154229906,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,164,164,27.39993906021118,6005.058154582977,1.6680717096063826,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,165,165,26.81869888305664,6031.876853466034,1.6755213481850095,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,166,166,37.369417667388916,6069.246271133423,1.6859017419815063,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,167,167,27.59587073326111,6096.842141866684,1.6935672616296344,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,168,168,25.477638721466064,6122.31978058815,1.7006443834967084,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,169,169,25.701246738433838,6148.021027326584,1.707783618701829,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,170,170,27.75926399230957,6175.780291318893,1.7154945253663594,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,171,171,37.685728311538696,6213.466019630432,1.7259627832306756,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,172,172,27.64724326133728,6241.113262891769,1.7336425730254914,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,173,173,28.211767435073853,6269.325030326843,1.7414791750907899,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,174,174,41.48289680480957,6310.807927131653,1.7530022019810148,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,175,175,28.44948387145996,6339.257411003113,1.7609048363897535,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,176,176,38.00939226150513,6377.266803264618,1.7714630009068384,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,177,177,38.70407295227051,6415.970876216888,1.782214132282469,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,178,178,39.91279149055481,6455.883667707443,1.793301018807623,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,179,179,28.500784397125244,6484.3844521045685,1.80121790336238,0.7246014379493592
final_on_policy_lr4e-5_400_full_eval,180,180,226.37614369392395,6710.760595798492,1.8641001654995812,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,181,181,28.763282299041748,6739.523878097534,1.872089966138204,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,182,182,26.757214784622192,6766.281092882156,1.879522525800599,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,183,183,25.235397577285767,6791.516490459442,1.8865323584609561,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,184,184,27.562156200408936,6819.078646659851,1.8941885129610698,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,185,185,27.746105194091797,6846.824751853943,1.901895764403873,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,186,186,28.921422243118286,6875.746174097061,1.9099294928047392,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,187,187,27.027163982391357,6902.7733380794525,1.9174370383554036,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,188,188,28.14478898048401,6930.9181270599365,1.9252550352944269,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,189,189,28.234941244125366,6959.153068304062,1.9330980745289061,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,190,190,28.500982999801636,6987.6540513038635,1.9410150142510731,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,191,191,41.74013328552246,7029.394184589386,1.952609495719274,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,192,192,25.754724264144897,7055.148908853531,1.9597635857926474,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,193,193,27.11104130744934,7082.25995016098,1.9672944306002722,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,194,194,38.011980295181274,7120.2719304561615,1.9778533140156005,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,195,195,28.075423002243042,7148.3473534584045,1.9856520426273345,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,196,196,30.070465087890625,7178.417818546295,1.9940049495961931,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,197,197,38.3400444984436,7216.757863044739,2.004654961956872,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,198,198,29.16420841217041,7245.922071456909,2.0127561309602524,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,199,199,39.23328423500061,7285.15535569191,2.023654265469975,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,200,200,230.05383348464966,7515.209189176559,2.0875581081046,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,201,201,38.03771090507507,7553.2469000816345,2.0981241389115652,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,202,202,38.51554274559021,7591.762442827225,2.10882290078534,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,203,203,27.589107275009155,7619.351550102234,2.116486541695065,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,204,204,29.97955632209778,7649.331106424332,2.124814196228981,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,205,205,27.251956701278687,7676.58306312561,2.1323841842015585,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,206,206,28.224428415298462,7704.807491540909,2.140224303205808,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,207,207,37.56333613395691,7742.370827674866,2.1506585632430184,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,208,208,26.64158535003662,7769.012413024902,2.1580590036180283,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,209,209,25.37045407295227,7794.382867097855,2.1651063519716263,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,210,210,43.49370861053467,7837.876575708389,2.177187937696775,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,211,211,38.8873496055603,7876.76392531395,2.187989979253875,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,212,212,27.67087745666504,7904.434802770615,2.1956763341029486,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,213,213,26.240248203277588,7930.675050973892,2.2029652919371925,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,214,214,28.468161821365356,7959.143212795258,2.2108731146653495,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,215,215,26.358383178710938,7985.5015959739685,2.218194887770547,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,216,216,25.983729362487793,8011.485325336456,2.225412590371238,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,217,217,26.1195387840271,8037.604864120483,2.2326680178112452,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,218,218,39.34603786468506,8076.9509019851685,2.243597472773658,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,219,219,27.67644190788269,8104.627343893051,2.251285373303625,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,220,220,218.5026650428772,8323.130008935928,2.311980558037758,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,221,221,28.14421582221985,8351.274224758148,2.3197983957661523,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,222,222,28.43442463874817,8379.708649396896,2.3276968470546935,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,223,223,27.925527095794678,8407.634176492691,2.3354539379146364,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,224,224,29.031795978546143,8436.665972471237,2.3435183256864547,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,225,225,26.105186939239502,8462.771159410477,2.35076976650291,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,226,226,27.497225284576416,8490.268384695053,2.358407884637515,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,227,227,37.9789662361145,8528.247350931168,2.36895759748088,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,228,228,28.9910728931427,8557.23842382431,2.3770106732845306,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,229,229,27.808644771575928,8585.047068595886,2.3847352968321904,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,230,230,27.246158361434937,8612.293226957321,2.3923036741548116,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,231,231,29.027651071548462,8641.32087802887,2.4003669105635748,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,232,232,27.6602041721344,8668.981082201004,2.40805030061139,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,233,233,51.04503130912781,8720.026113510132,2.4222294759750365,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,234,234,28.063880920410156,8748.089994430542,2.4300249984529283,0.7327289778055642
final_on_policy_lr4e-5_400_full_eval,235,235,28.41443920135498,8776.504433631897,2.4379178982310825,0.7327289778055642
