run,variant,loss_type,cliprange_low,cliprange_high,grpo_step,optimizer_step,rollout_epoch,token_entropy,grad_norm,loss,clip_fraction,approx_kl,rollout_avg_response_token_length,rollout_answer_accuracy,rollout_format_accuracy
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,16,32,2,0.22002029418945312,0.1796875,-0.0013769721845164895,0.005724856549932156,0.000779956579208374,218.8125,0.484375,0.94921875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,17,34,2,0.1898193359375,0.20703125,-0.0019458308815956116,0.0037934461247459694,0.0001680627465248108,261.9375,0.52734375,0.96484375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,18,36,2,0.22345733642578125,0.1962890625,-0.0014264575438573956,0.004140323957926739,-0.0002511441707611084,224.203125,0.60546875,0.953125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,19,38,2,0.19267845153808594,0.2001953125,-0.0016795682022348046,0.0036934459376425366,0.00043579190969467163,274.578125,0.4375,0.91796875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,20,40,2,0.1585979461669922,0.1640625,-0.0014653867110610008,0.004505886675360671,0.0007358379662036896,296.51953125,0.58984375,0.91796875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,21,42,2,0.17017364501953125,0.2041015625,-0.002327685127966106,0.004045910549393739,0.0008480139076709747,281.66015625,0.59375,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,22,44,2,0.1899871826171875,0.22265625,-0.0028632384492084384,0.007698280836848426,0.0013259164988994598,214.078125,0.58203125,0.9609375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,23,46,2,0.17753982543945312,0.2001953125,-0.001663179718889296,0.005071080942343542,0.00032570771872997284,267.99609375,0.60546875,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,24,48,2,0.1667308807373047,0.16796875,-0.0015632937429472804,0.006551420538471575,0.0003070756793022156,220.11328125,0.6875,0.953125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,25,50,2,0.17725563049316406,0.1708984375,-0.0019673029892146587,0.009727616105010384,0.000861097127199173,205.39453125,0.62890625,0.953125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,26,52,2,0.16357994079589844,0.189453125,-0.0022261099657043815,0.00834523552111932,0.0006363987922668457,238.32421875,0.6640625,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,27,54,2,0.141265869140625,0.171875,-0.0018635254818946123,0.007017142580025393,0.00138159841299057,326.6328125,0.6171875,0.9140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,28,56,2,0.1466388702392578,0.138671875,-0.0010410099057480693,0.006071302716463833,0.00012592226266860962,277.36328125,0.59375,0.921875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,29,58,2,0.12473678588867188,0.1181640625,-0.000774522079154849,0.005036891890085826,0.00016380101442337036,270.8984375,0.6875,0.9375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,30,60,2,0.13275814056396484,0.1494140625,-0.0011628835927695036,0.004693274363035016,0.00043254345655441284,276.515625,0.73828125,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,31,62,2,0.13152122497558594,0.1650390625,-0.001710310811176896,0.004430645879438089,0.0004009269177913666,346.59375,0.5546875,0.91796875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,32,64,2,0.13741302490234375,0.1201171875,-0.0009117004228755832,0.0039009755028018844,6.474554538726807e-05,336.359375,0.5078125,0.890625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,33,66,2,0.1324310302734375,0.1474609375,-0.0014613819075748324,0.006134519155693852,0.0010276995599269867,273.10546875,0.66015625,0.97265625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,34,68,2,0.12887859344482422,0.1123046875,-0.0010450155241414905,0.0045559580639746855,0.00040864571928977966,264.83203125,0.796875,0.9609375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,35,70,2,0.11398506164550781,0.125,-0.0009452436352148652,0.0042095713934031664,0.0003829505294561386,320.06640625,0.7109375,0.9453125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,36,72,2,0.10689926147460938,0.09521484375,-0.0005332787986844778,0.002632445869039657,7.555261254310608e-05,356.02734375,0.671875,0.92578125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,37,74,2,0.1346721649169922,0.1630859375,-0.0017846565460786223,0.004785640437148686,0.000520847737789154,296.83984375,0.6875,0.96484375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,38,76,2,0.13862228393554688,0.134765625,-0.001152070239186287,0.003749762835468573,0.0003911629319190979,304.02734375,0.6328125,0.93359375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,39,78,2,0.12627029418945312,0.10986328125,-0.0009726425632834435,0.004747294764911203,0.0006139650940895081,304.6328125,0.70703125,0.91015625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,40,80,2,0.1502819061279297,0.1328125,-0.0008852628525346518,0.005416104256710241,7.892400026321411e-05,291.53515625,0.6640625,0.96484375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,41,82,2,0.1381549835205078,0.130859375,-0.0013424154603853822,0.004748142916923825,0.00033310987055301666,330.81640625,0.6875,0.93359375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,42,84,2,0.10758209228515625,0.12890625,-0.0011444416595622897,0.004468865216495033,0.0006657838821411133,316.92578125,0.77734375,0.95703125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,43,86,2,0.13309288024902344,0.1337890625,-0.0013501335633918643,0.0051881073968615965,0.0009630806744098663,276.10546875,0.734375,0.9609375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,44,88,2,0.14268970489501953,0.09326171875,-0.0006804768927395344,0.005371773151637171,0.0005097463726997375,262.12890625,0.75,0.96484375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,45,90,2,0.13937950134277344,0.1640625,-0.0016881553456187248,0.00609612596599618,-0.000147353857755661,347.10546875,0.69140625,0.9453125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,46,92,2,0.15048789978027344,0.1259765625,-0.0013987820129841566,0.005423003198302467,0.0007493402808904648,304.75,0.66796875,0.9765625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,47,94,2,0.15061378479003906,0.140625,-0.0019098208285868168,0.007263050905748969,0.0009023863822221756,319.734375,0.5625,0.91796875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,48,96,2,0.13573837280273438,0.140625,-0.0018024190794676542,0.006921921837601985,0.0008543822914361954,314.1875,0.65625,0.95703125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,49,98,2,0.1288280487060547,0.095703125,-0.0007682382129132748,0.0055426390090360655,0.0006432607769966125,321.19140625,0.72265625,0.92578125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,50,100,2,0.11857032775878906,0.10791015625,-0.0010636253282427788,0.004715196573670255,9.020417928695679e-05,275.33203125,0.81640625,0.98046875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,51,102,2,0.1258716583251953,0.12109375,-0.0013265840243548155,0.004703483389221219,0.0005085095763206482,362.44140625,0.66796875,0.921875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,52,104,2,0.11537742614746094,0.12255859375,-0.001489784917794168,0.007575091304715897,0.0007321573793888092,296.6875,0.72265625,0.97265625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,53,106,2,0.12349128723144531,0.115234375,-0.001329147140495479,0.006335835889331065,0.0006934329867362976,368.2109375,0.66015625,0.91796875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,54,108,2,0.14606094360351562,0.1328125,-0.0013016738230362535,0.007553874102086411,-5.782395601272583e-05,310.57421875,0.6875,0.9765625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,55,110,2,0.13940715789794922,0.10888671875,-0.0009757764637470245,0.0089050947681244,0.001286383718252182,315.87109375,0.5859375,0.953125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,56,112,2,0.1145944595336914,0.1376953125,-0.001827082596719265,0.009808382895243994,0.0008908584713935852,255.0859375,0.7890625,0.984375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,57,114,2,0.1303691864013672,0.1298828125,-0.0013114346656948328,0.007287728386017989,0.0007244721055030823,357.13671875,0.625,0.91796875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,58,116,2,0.12580299377441406,0.08544921875,-0.0007169697200879455,0.006828915537425928,0.00024282187223434448,369.8203125,0.64453125,0.90625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,59,118,2,0.12432289123535156,0.09033203125,-0.0010198954259976745,0.006236472005184623,0.001035541296005249,357.484375,0.6796875,0.9609375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,60,120,2,0.11299705505371094,0.140625,-0.0014759779442101717,0.006391747461293562,0.0004497356712818146,389.6875,0.6875,0.91796875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,61,122,2,0.09749603271484375,0.125,-0.0018744691042229533,0.00891175031210878,0.0006730854511260986,278.58203125,0.734375,0.97265625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,62,124,2,0.11207103729248047,0.08837890625,-0.0009552242700010538,0.005876710529264528,0.0004197489470243454,380.0,0.5859375,0.93359375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,63,126,2,0.1076498031616211,0.1103515625,-0.0011770137352868915,0.0061714336738987186,0.0005802959203720093,351.37890625,0.6953125,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,64,128,2,0.10064315795898438,0.1435546875,-0.0020465076668187976,0.01223283726903901,0.0023122355341911316,296.24609375,0.65625,0.98046875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,65,130,2,0.10595417022705078,0.1484375,-0.002062467858195305,0.01191752972863469,0.0016700495034456253,310.02734375,0.70703125,0.9765625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,66,132,2,0.09514808654785156,0.1240234375,-0.0012376559898257256,0.008965278584582848,0.00032557547092437744,323.1875,0.78125,0.98828125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,67,134,2,0.10747241973876953,0.1162109375,-0.0014480507234111428,0.010648240448972501,0.0009091943502426147,287.10546875,0.73828125,0.9765625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,68,136,2,0.10865974426269531,0.10791015625,-0.0013442218769341707,0.00972161947083805,0.00048004835844039917,346.1171875,0.625,0.95703125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,69,138,2,0.10658931732177734,0.12109375,-0.001507486216723919,0.009638082959099847,0.0008653029799461365,293.6796875,0.66796875,0.97265625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,70,140,2,0.1010732650756836,0.10888671875,-0.0011081009870395064,0.006466646299941203,0.00039412081241607666,341.23828125,0.7265625,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,71,142,2,0.09194564819335938,0.095703125,-0.0009210470598191023,0.007889630214322096,0.0006158426403999329,312.26953125,0.78515625,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,72,144,2,0.09243965148925781,0.07421875,-0.000518285552971065,0.00684160690934732,0.0003009326756000519,361.6875,0.75,0.92578125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,73,146,2,0.09497356414794922,0.10107421875,-0.0011494491482153535,0.00821611080391449,0.000651288777589798,326.8359375,0.70703125,0.9375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,74,148,2,0.11569595336914062,0.09130859375,-0.0006125250365585089,0.006402544787306397,0.00034696608781814575,348.76171875,0.6796875,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,75,150,2,0.09115028381347656,0.10546875,-0.0010572500759735703,0.008845974516134447,0.0005857013165950775,301.87890625,0.78125,0.9609375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,76,152,2,0.1276693344116211,0.10693359375,-0.0010342311579734087,0.007553624867796316,0.000830385833978653,391.62890625,0.62109375,0.94140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,77,154,2,0.09871578216552734,0.1279296875,-0.001864209771156311,0.00864169107444468,-1.4062970876693726e-05,377.31640625,0.671875,0.92578125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,78,156,2,0.09957122802734375,0.11328125,-0.0011887167347595096,0.009020077073728316,0.0002043507993221283,328.296875,0.78125,0.96875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,79,158,2,0.08590030670166016,0.0986328125,-0.001119365100748837,0.010615983625029912,0.00012927502393722534,288.0859375,0.859375,0.96484375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,80,160,2,0.07305622100830078,0.09423828125,-0.0008811014704406261,0.007824760703442735,0.00048210471868515015,393.25390625,0.7421875,0.921875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,81,162,2,0.08757257461547852,0.10546875,-0.0013858834281563759,0.00905915909424948,0.0005281344056129456,386.99609375,0.765625,0.93359375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,82,164,2,0.08974456787109375,0.1259765625,-0.001635818392969668,0.0112659972264737,0.0007750578224658966,411.50390625,0.64453125,0.8984375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,83,166,2,0.06833744049072266,0.1376953125,-0.0015107188373804092,0.015058413066071807,0.001612745225429535,374.046875,0.6875,0.9609375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,84,168,2,0.06219005584716797,0.08544921875,-0.0006683178944513202,0.009740408278958057,0.0006915479898452759,380.6796875,0.75,0.9140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,85,170,2,0.06803226470947266,0.10693359375,-0.0009919552830979228,0.012219469819683582,0.0019523855298757553,345.4609375,0.76953125,0.93359375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,86,172,2,0.06600093841552734,0.07958984375,-0.0007865492952987552,0.008028584943531314,0.0005836561322212219,417.91796875,0.73046875,0.9296875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,87,174,2,0.07720279693603516,0.0654296875,-0.0005413570906966925,0.0086535411346631,0.001234695315361023,313.19921875,0.7265625,0.95703125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,88,176,2,0.0554041862487793,0.0947265625,-0.0009842263534665108,0.01089342629438761,0.0008689835667610168,380.36328125,0.7578125,0.90234375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,89,178,2,0.08664608001708984,0.09033203125,-0.0008658970473334193,0.0075570502358459635,0.0001232139766216278,401.9921875,0.6484375,0.90625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,90,180,2,0.07168388366699219,0.08349609375,-0.0007439925102517009,0.011274312445493706,0.0006470456719398499,352.6875,0.71875,0.9296875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,91,182,2,0.06836414337158203,0.10302734375,-0.0011546865571290255,0.013150877015505102,0.0019461102783679962,415.765625,0.62109375,0.9453125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,92,184,2,0.08343505859375,0.0771484375,-0.0006774017820134759,0.010754875382190221,0.0004279017448425293,339.7890625,0.64453125,0.96875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,93,186,2,0.0650177001953125,0.10107421875,-0.001216677948832512,0.012154496893344913,0.0009991712868213654,355.19140625,0.765625,0.953125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,94,188,2,0.07771682739257812,0.13671875,-0.0014556143432855606,0.01494708106838516,0.001931905746459961,333.74609375,0.75,0.98046875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,95,190,2,0.06769847869873047,0.08740234375,-0.0008285917574539781,0.01193664524180349,0.0016023293137550354,360.8203125,0.7734375,0.95703125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,96,192,2,0.06609916687011719,0.11474609375,-0.0008927545277401805,0.015191385789876222,0.0014477744698524475,354.2890625,0.75390625,0.9609375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,97,194,2,0.0639028549194336,0.1484375,-0.0012920269509777427,0.01545801494467014,0.0017395392060279846,387.5234375,0.7421875,0.94921875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,98,196,2,0.07506179809570312,0.08642578125,-0.0007270456990227103,0.011816117159469286,0.0012211687862873077,424.359375,0.7109375,0.95703125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,99,198,2,0.06506824493408203,0.11181640625,-0.0008977730758488178,0.013501997871571803,0.0006094425916671753,440.5,0.7265625,0.9296875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,100,200,2,0.06771373748779297,0.10888671875,-0.0014373946469277143,0.013846259618730983,0.002230428159236908,341.62890625,0.67578125,0.953125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,101,202,2,0.0583343505859375,0.08837890625,-0.0005313265137374401,0.01257294847164303,0.0020589008927345276,369.15625,0.80078125,0.96875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,102,204,2,0.05814075469970703,0.0693359375,-0.0004411767004057765,0.009392226492309419,0.00022174417972564697,425.21484375,0.7265625,0.8828125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,103,206,2,0.064727783203125,0.09521484375,-0.0011773814912885427,0.012785541277480661,0.0014342516660690308,374.10546875,0.69921875,0.9453125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,104,208,2,0.06435775756835938,0.10498046875,-0.0011802780209109187,0.013923578923822788,0.0015276484191417694,367.09765625,0.69140625,0.95703125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,105,210,2,0.062233924865722656,0.07470703125,-0.0006864091847091913,0.013611753487566602,0.0007305406033992767,416.62109375,0.66796875,0.90625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,106,212,2,0.06086921691894531,0.09619140625,-0.0010092310840263963,0.011916411016500206,0.0008581280708312988,361.578125,0.7265625,0.9453125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,107,214,2,0.05919218063354492,0.1181640625,-0.0007326422492042184,0.01570800246554427,0.0005997344851493835,368.421875,0.6953125,0.96875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,108,216,2,0.053340911865234375,0.1083984375,-0.0007915972964838147,0.01446868849780003,0.0009501911699771881,357.68359375,0.8203125,0.96484375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,109,218,2,0.054412841796875,0.08544921875,-0.0008306574309244752,0.011737358029677125,0.0006915442645549774,405.875,0.69140625,0.9375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,110,220,2,0.04703998565673828,0.08984375,-0.0005775736644864082,0.011601545917073963,0.0006863661110401154,336.1796875,0.83203125,0.9453125
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,111,222,2,0.05645942687988281,0.115234375,-0.0014850125880911946,0.016213467633861,0.0023935921490192413,375.02734375,0.70703125,0.9140625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,112,224,2,0.06476449966430664,0.11669921875,-0.0011314981384202838,0.01758605963550508,0.0026969127357006073,392.6953125,0.6328125,0.90625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,113,226,2,0.06727409362792969,0.09228515625,-0.0008619038853794336,0.01171588236138632,0.00013707950711250305,335.609375,0.79296875,0.9765625
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,114,228,2,0.055011749267578125,0.095703125,-0.0010058293119072914,0.01584809056839731,0.0016052480787038803,366.26171875,0.7265625,0.96484375
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,115,230,2,0.05285978317260742,0.0927734375,-0.0006876857951283455,0.01401426519623783,0.0022355131804943085,341.30078125,0.73828125,0.94921875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,116,232,2,0.05365133285522461,0.119140625,-0.001619796035811305,0.015678821879191673,0.003305811434984207,349.75390625,0.71484375,0.98046875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,117,234,2,0.05845832824707031,0.0849609375,-0.0008550052298232913,0.013246990164589079,0.0010424740612506866,383.3359375,0.6640625,0.9296875
GRPO-Clip 0.20/0.20 (e2/tb256),symmetric_clip,grpo_clip,0.2,0.2,118,236,2,0.04077577590942383,0.08056640625,-0.0007791221141815186,0.013479295408615144,0.0018693655729293823,366.45703125,0.8125,0.93359375
