run,use_std_normalization,grpo_step,rollout_answer_accuracy,rollout_format_accuracy,avg_response_token_length
no_std_normalization,False,69,0.76953125,0.953125,346.99609375
no_std_normalization,False,70,0.6875,0.9453125,367.74609375
no_std_normalization,False,71,0.515625,0.89453125,436.87890625
no_std_normalization,False,72,0.76171875,0.94140625,345.94921875
no_std_normalization,False,73,0.69140625,0.95703125,357.96484375
no_std_normalization,False,74,0.7421875,0.9765625,385.546875
no_std_normalization,False,75,0.8125,0.94921875,410.859375
no_std_normalization,False,76,0.734375,0.91015625,413.41796875
no_std_normalization,False,77,0.61328125,0.89453125,471.30078125
no_std_normalization,False,78,0.7578125,0.953125,402.58984375
no_std_normalization,False,79,0.734375,0.91796875,399.15625
no_std_normalization,False,80,0.7734375,0.95703125,361.703125
no_std_normalization,False,81,0.74609375,0.953125,353.30859375
no_std_normalization,False,82,0.765625,0.97265625,354.7578125
no_std_normalization,False,83,0.7890625,0.94921875,360.16796875
no_std_normalization,False,84,0.55078125,0.90234375,438.89453125
no_std_normalization,False,85,0.71875,0.94921875,391.515625
no_std_normalization,False,86,0.73046875,0.98046875,351.078125
no_std_normalization,False,87,0.81640625,0.94921875,362.609375
no_std_normalization,False,88,0.6953125,0.94921875,404.45703125
no_std_normalization,False,89,0.8046875,0.96484375,351.6015625
no_std_normalization,False,90,0.87890625,0.94140625,379.8515625
no_std_normalization,False,91,0.60546875,0.86328125,507.77734375
no_std_normalization,False,92,0.6015625,0.8515625,543.27734375
no_std_normalization,False,93,0.76171875,0.89453125,518.8046875
no_std_normalization,False,94,0.6953125,0.828125,560.5078125
no_std_normalization,False,95,0.77734375,0.88671875,539.69921875
no_std_normalization,False,96,0.765625,0.875,563.1953125
no_std_normalization,False,97,0.69921875,0.8671875,578.703125
no_std_normalization,False,98,0.69140625,0.8984375,563.671875
no_std_normalization,False,99,0.6953125,0.92578125,534.50390625
no_std_normalization,False,100,0.67578125,0.8984375,546.0859375
no_std_normalization,False,101,0.58984375,0.81640625,587.62109375
no_std_normalization,False,102,0.734375,0.92578125,454.96484375
no_std_normalization,False,103,0.7421875,0.91796875,473.1484375
no_std_normalization,False,104,0.80859375,0.93359375,483.8828125
no_std_normalization,False,105,0.7421875,0.92578125,527.5078125
no_std_normalization,False,106,0.69921875,0.890625,513.65234375
no_std_normalization,False,107,0.72265625,0.8984375,502.92578125
no_std_normalization,False,108,0.65625,0.859375,540.24609375
no_std_normalization,False,109,0.609375,0.8984375,520.4375
no_std_normalization,False,110,0.7734375,0.92578125,527.4609375
no_std_normalization,False,111,0.52734375,0.84765625,620.546875
no_std_normalization,False,112,0.73046875,0.89453125,540.31640625
no_std_normalization,False,113,0.73828125,0.91015625,494.53515625
no_std_normalization,False,114,0.6953125,0.87890625,488.99609375
no_std_normalization,False,115,0.75390625,0.94921875,482.890625
no_std_normalization,False,116,0.66796875,0.87890625,535.9140625
no_std_normalization,False,117,0.796875,0.9453125,406.0625
no_std_normalization,False,118,0.71875,0.92578125,429.484375
no_std_normalization,False,119,0.73828125,0.9296875,451.26953125
no_std_normalization,False,120,0.56640625,0.96484375,421.80859375
no_std_normalization,False,121,0.71875,0.89453125,439.640625
no_std_normalization,False,122,0.5234375,0.8671875,521.65234375
no_std_normalization,False,123,0.74609375,0.89453125,462.97265625
no_std_normalization,False,124,0.8671875,0.95703125,389.24609375
no_std_normalization,False,125,0.78515625,0.9765625,415.21875
no_std_normalization,False,126,0.7890625,0.95703125,420.78125
no_std_normalization,False,127,0.69921875,0.921875,417.61328125
no_std_normalization,False,128,0.765625,0.90625,460.92578125
no_std_normalization,False,129,0.73046875,0.91015625,411.05859375
no_std_normalization,False,130,0.76171875,0.94921875,370.53125
no_std_normalization,False,131,0.671875,0.9375,416.390625
no_std_normalization,False,132,0.765625,0.92578125,384.9375
no_std_normalization,False,133,0.75390625,0.97265625,349.9765625
no_std_normalization,False,134,0.703125,0.9296875,408.46875
no_std_normalization,False,135,0.82421875,0.953125,370.9609375
no_std_normalization,False,136,0.77734375,0.921875,373.51171875
no_std_normalization,False,137,0.72265625,0.9375,361.3671875
no_std_normalization,False,138,0.80078125,0.9140625,392.59765625
no_std_normalization,False,139,0.7578125,0.92578125,359.65625
no_std_normalization,False,140,0.6015625,0.87109375,442.828125
no_std_normalization,False,141,0.73046875,0.86328125,408.4453125
no_std_normalization,False,142,0.71875,0.90234375,408.5859375
no_std_normalization,False,143,0.82421875,0.9296875,349.53515625
no_std_normalization,False,144,0.65234375,0.9140625,435.09765625
no_std_normalization,False,145,0.6875,0.9453125,371.3828125
no_std_normalization,False,146,0.71875,0.94140625,374.17578125
no_std_normalization,False,147,0.75,0.953125,391.19921875
no_std_normalization,False,148,0.73828125,0.9296875,395.26171875
no_std_normalization,False,149,0.6796875,0.9296875,407.17578125
no_std_normalization,False,150,0.7265625,0.94921875,373.1640625
no_std_normalization,False,151,0.72265625,0.9765625,374.12109375
no_std_normalization,False,152,0.734375,0.94921875,365.7890625
no_std_normalization,False,153,0.82421875,0.95703125,328.80859375
